# Data for PTB_Yb_CombKnoten-INRIM_ITYb1 
# File generated on: 2025-01-20T17:02:58+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys 	uB_sys 
59639.003877	2.2759182370e-16	1	2e-17	2.7e-18
59639.003889	5.2791413141e-16	1	2e-17	2.7e-18
59639.003900	-1.0477975434e-15	1	2e-17	2.7e-18
59639.003912	-1.6612958838e-15	1	2e-17	2.7e-18
59639.003924	1.7061784657e-15	1	2e-17	2.7e-18
59639.003935	3.9313763697e-16	1	2e-17	2.7e-18
59639.003947	-1.2937318656e-15	1	2e-17	2.7e-18
59639.003958	-1.6279922424e-15	1	2e-17	2.7e-18
59639.003970	-1.0702676335e-15	1	2e-17	2.7e-18
59639.003981	-3.2421964825e-16	1	2e-17	2.7e-18
59639.003993	-1.9138480744e-15	1	2e-17	2.7e-18
59639.004005	4.1346981584e-16	1	2e-17	2.7e-18
59639.004016	-2.9235257471e-16	1	2e-17	2.7e-18
59639.004028	3.6512032818e-16	1	2e-17	2.7e-18
59639.004039	3.9156130866e-16	1	2e-17	2.7e-18
59639.004051	-3.9486558419e-16	1	2e-17	2.7e-18
59639.004062	1.7649989746e-15	1	2e-17	2.7e-18
59639.004074	1.3799047625e-15	1	2e-17	2.7e-18
59639.004086	2.1651678321e-15	1	2e-17	2.7e-18
59639.004097	5.4300402336e-16	1	2e-17	2.7e-18
59639.004109	-3.1449943696e-15	1	2e-17	2.7e-18
59639.004120	2.6184668312e-16	1	2e-17	2.7e-18
59639.004132	9.6497381483e-17	1	2e-17	2.7e-18
59639.004144	5.1647325739e-16	1	2e-17	2.7e-18
59639.004155	1.8604739873e-16	1	2e-17	2.7e-18
59639.004167	2.2150419790e-15	1	2e-17	2.7e-18
59639.004178	-1.9393835767e-16	1	2e-17	2.7e-18
59639.004190	1.1020169694e-15	1	2e-17	2.7e-18
59639.004201	1.6776266791e-15	1	2e-17	2.7e-18
59639.004213	2.1224680542e-15	1	2e-17	2.7e-18
59639.004225	1.3642609110e-15	1	2e-17	2.7e-18
59639.004236	3.0668776031e-16	1	2e-17	2.7e-18
59639.004248	-7.0170835153e-16	1	2e-17	2.7e-18
59639.004259	-1.9609973164e-15	1	2e-17	2.7e-18
59639.004271	1.4356217427e-15	1	2e-17	2.7e-18
59639.004282	-2.7723811880e-16	1	2e-17	2.7e-18
59639.004294	-7.2285368202e-16	1	2e-17	2.7e-18
59639.004306	-9.4356929225e-17	1	2e-17	2.7e-18
