# Data for INRIM_ITYb1-PTB_Sr3_CombKnoten 
# File generated on: 2025-01-20T17:03:46+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys     	uB_sys
59639.182234	-4.0835671792e-16	1	2.8853900000000003e-18	2e-17
59639.182245	-9.0495287485e-16	1	2.8854500000000003e-18	2e-17
59639.182257	2.0033913434e-16	1	2.8855e-18	2e-17
59639.182269	1.1558161026e-15	1	2.8855500000000004e-18	2e-17
59639.182280	-6.2171816598e-17	1	2.8856e-18	2e-17
59639.182292	3.0152316591e-15	1	2.88565e-18	2e-17
59639.182303	-5.2179589340e-16	1	2.88571e-18	2e-17
59639.182315	-6.1035815684e-16	1	2.8857600000000004e-18	2e-17
59639.182326	8.3010495279e-16	1	2.8858100000000002e-18	2e-17
59639.182338	1.6403676086e-15	1	2.88586e-18	2e-17
59639.182350	7.3802248623e-16	1	2.8859100000000003e-18	2e-17
59639.182361	7.3144219217e-16	1	2.8859700000000003e-18	2e-17
59639.182373	5.8539723208e-16	1	2.88602e-18	2e-17
59639.182384	-2.1793963892e-15	1	2.8860700000000004e-18	2e-17
59639.182396	-2.1702527052e-15	1	2.8861200000000002e-18	2e-17
59639.182407	1.2070206702e-15	1	2.88617e-18	2e-17
59639.182419	3.2337466033e-15	1	2.88623e-18	2e-17
59639.182431	1.9642034103e-15	1	2.8862800000000003e-18	2e-17
59639.182442	2.8967206638e-16	1	2.88633e-18	2e-17
59639.182454	1.8672337864e-15	1	2.8863800000000004e-18	2e-17
59639.182465	1.0187200106e-15	1	2.8864400000000004e-18	2e-17
59639.182477	-1.5164719624e-15	1	2.8864900000000003e-18	2e-17
59639.182488	-5.5620696408e-16	1	2.88654e-18	2e-17
59639.182500	-3.2828988517e-16	1	2.8865900000000004e-18	2e-17
59639.182512	-1.6168617150e-15	1	2.8866400000000002e-18	2e-17
59639.182523	-1.8965019835e-16	1	2.8867e-18	2e-17
59639.182535	1.7186899065e-16	1	2.88675e-18	2e-17
59639.182546	6.7528828566e-16	1	2.8868e-18	2e-17
59639.182558	-2.5810004443e-16	1	2.88685e-18	2e-17
59639.182569	9.8046160480e-16	1	2.8869e-18	2e-17
59639.182581	-1.0365902492e-15	1	2.8869600000000004e-18	2e-17
59639.182593	6.6912762994e-16	1	2.8870100000000002e-18	2e-17
59639.182604	1.0695112181e-15	1	2.88706e-18	2e-17
59639.182616	-3.5778361007e-16	1	2.8871100000000003e-18	2e-17
59639.182627	7.8025542813e-16	1	2.8871700000000003e-18	2e-17
59639.182639	2.7627680864e-15	1	2.88722e-18	2e-17
59639.182650	8.8874052986e-16	1	2.8872700000000004e-18	2e-17
59639.182662	-9.2950117917e-16	1	2.8873200000000003e-18	2e-17
59639.182674	1.1003720802e-15	1	2.88737e-18	2e-17
59639.182685	-1.8607385538e-15	1	2.88743e-18	2e-17
59639.182697	-1.4911004561e-15	1	2.8874800000000004e-18	2e-17
59639.182708	-1.6091676081e-16	1	2.8875300000000002e-18	2e-17
59639.182720	-1.3026003472e-15	1	2.88758e-18	2e-17
59639.182731	-1.6584704287e-16	1	2.8876300000000003e-18	2e-17
59639.182743	-1.3770936752e-15	1	2.8876900000000003e-18	2e-17
59639.182755	-2.7897916130e-15	1	2.88774e-18	2e-17
59639.182766	-1.6500374898e-15	1	2.8877900000000004e-18	2e-17
59639.182778	-8.5882645689e-16	1	2.8878400000000003e-18	2e-17
59639.182789	1.5103908181e-15	1	2.8879e-18	2e-17
59639.182801	2.0917401423e-15	1	2.88795e-18	2e-17
59639.182813	1.8469537348e-15	1	2.888e-18	2e-17
59639.182824	6.7967333570e-16	1	2.8880500000000002e-18	2e-17
59639.182836	1.1300762576e-15	1	2.8881e-18	2e-17
59639.182847	-4.8831783372e-16	1	2.8881600000000004e-18	2e-17
59639.182859	1.7656977102e-16	1	2.8882100000000003e-18	2e-17
59639.182870	2.5916396177e-16	1	2.88826e-18	2e-17
59639.182882	3.7741476735e-16	1	2.8883100000000004e-18	2e-17
59639.182894	-3.7193823370e-17	1	2.8883700000000004e-18	2e-17
59639.182905	-1.3786820216e-15	1	2.8884200000000002e-18	2e-17
59639.182917	4.4623315060e-16	1	2.88847e-18	2e-17
59639.182928	-8.9249175441e-16	1	2.8885500000000003e-18	2e-17
59639.182940	-9.2877692984e-17	1	2.88863e-18	2e-17
59639.182951	2.9881071422e-16	1	2.8887100000000004e-18	2e-17
59639.182963	5.3116546234e-16	1	2.8887900000000002e-18	2e-17
59639.182975	1.6396919635e-15	1	2.88887e-18	2e-17
59639.182986	6.5940279383e-16	1	2.8889500000000003e-18	2e-17
59639.182998	-1.8616039938e-16	1	2.88903e-18	2e-17
59639.183009	-2.3737399682e-16	1	2.88912e-18	2e-17
59639.183021	-2.1589629632e-16	1	2.8892e-18	2e-17
59639.183032	-1.4090766285e-15	1	2.8892800000000002e-18	2e-17
59639.183044	-3.1919060081e-15	1	2.88936e-18	2e-17
59639.183056	1.3403794282e-15	1	2.8894400000000003e-18	2e-17
59639.183067	8.3578829060e-16	1	2.88952e-18	2e-17
59639.183079	-3.4587733086e-16	1	2.8896e-18	2e-17
59639.183090	-4.9358959308e-17	1	2.8896800000000003e-18	2e-17
59639.183102	1.8407293260e-15	1	2.88976e-18	2e-17
59639.183113	-1.0708050897e-15	1	2.8898400000000003e-18	2e-17
59639.183125	2.7286744418e-15	1	2.88992e-18	2e-17
