# Data for PTB_In_CombKnoten-PTB_Yb_CombKnoten 
# File generated on: 2025-01-20T17:01:50+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B             	flag	uA_sys 	uB_sys     
59640.002546	-8.5101484914e-15	1	2.7e-18	2.52485e-18
59640.002558	-8.5204213070e-15	1	2.7e-18	2.52485e-18
59640.002569	-8.5163479255e-15	1	2.7e-18	2.52485e-18
59640.002581	-8.5140999001e-15	1	2.7e-18	2.52485e-18
59640.002593	-8.5154009427e-15	1	2.7e-18	2.52485e-18
59640.002604	-8.5075159130e-15	1	2.7e-18	2.52485e-18
59640.002616	-8.5040473131e-15	1	2.7e-18	2.52485e-18
59640.002627	-8.4217174047e-15	1	2.7e-18	2.52485e-18
59640.002639	-8.4135333723e-15	1	2.7e-18	2.52485e-18
59640.002650	-8.4168723762e-15	1	2.7e-18	2.52485e-18
59640.002662	-8.4178295234e-15	1	2.7e-18	2.52485e-18
59640.002674	-8.4276855988e-15	1	2.7e-18	2.52485e-18
59640.002685	-8.7944390065e-15	1	2.7e-18	2.52485e-18
59640.002697	-8.9861208684e-15	1	2.7e-18	2.52485e-18
59640.002708	-8.9978192404e-15	1	2.7e-18	2.52485e-18
59640.002720	-8.9803906905e-15	1	2.7e-18	2.52485e-18
59640.002731	-8.9843260056e-15	1	2.7e-18	2.52485e-18
59640.002743	-8.8251735970e-15	1	2.7e-18	2.52485e-18
59640.002755	-8.7869808814e-15	1	2.7e-18	2.52485e-18
59640.002766	-8.7949124979e-15	1	2.7e-18	2.52485e-18
59640.002778	-8.7921858989e-15	1	2.7e-18	2.52485e-18
59640.002789	-8.7877982682e-15	1	2.7e-18	2.52485e-18
59640.002801	-8.7974993366e-15	1	2.7e-18	2.52485e-18
59640.002812	-8.7917445947e-15	1	2.7e-18	2.52485e-18
59640.002824	-8.7882302550e-15	1	2.7e-18	2.52485e-18
59640.002836	-8.7918987547e-15	1	2.7e-18	2.52485e-18
59640.002847	-8.7866039518e-15	1	2.7e-18	2.52485e-18
59640.002859	-8.8645462295e-15	1	2.7e-18	2.52485e-18
59640.002870	-8.8853290299e-15	1	2.7e-18	2.52485e-18
