time_utc,et,L_km,L_m,L_AU,dt_res,v_km_s
1986-01-24 05:02:00,-439801024.8154153,2677199158.209943,2677199158209.943,17.895971016718107,8.193945862418362,25.328549766540526
1986-01-24 05:03:00,-439800964.8154153,2677200677.945268,2677200677945.268,17.89598117552129,8.193946889757015,25.32892208894094
1986-01-24 05:04:00,-439800904.8154153,2677202197.7029734,2677202197702.973,17.89599133447408,8.193947917110368,25.329295086860657
1986-01-24 05:05:00,-439800844.8154153,2677203717.4831023,2677203717483.1025,17.896001493576758,8.193948944478452,25.329668815930685
1986-01-24 05:06:00,-439800784.8154153,2677205237.2857,2677205237285.7,17.89601165282963,8.193949971861292,25.330043292045595
1986-01-24 05:07:00,-439800724.8154153,2677206757.1108084,2677206757110.8086,17.896021812232977,8.19395099925892,25.330418475468953
1986-01-24 05:08:00,-439800664.8154153,2677208276.9584727,2677208276958.4727,17.896031971787103,8.193952026671369,25.330794405937194
1986-01-24 05:09:00,-439800604.8154153,2677209796.8287373,2677209796828.7373,17.8960421314923,8.193953054098664,25.331171075503033
1986-01-24 05:10:00,-439800544.8154153,2677211316.7216444,2677211316721.6445,17.896052291348855,8.193954081540834,25.33154845237732
1986-01-24 05:11:00,-439800484.8154153,2677212836.637239,2677212836637.239,17.896062451357064,8.193955108997914,25.33192657629649
1986-01-24 05:12:00,-439800424.8154153,2677214356.5755663,2677214356575.5664,17.896072611517233,8.193956136469932,25.332305455207823
1986-01-24 05:13:00,-439800364.8154153,2677215876.5366683,2677215876536.6685,17.896082771829644,8.193957163956913,25.332685033480328
1986-01-24 05:14:00,-439800304.8154153,2677217396.5205927,2677217396520.593,17.89609293229461,8.193958191458895,25.333065406481424
1986-01-24 05:15:00,-439800244.8154153,2677218916.527383,2677218916527.383,17.896103092912426,8.193959218975902,25.333446502685547
1986-01-24 05:16:00,-439800184.8154153,2677220436.557084,2677220436557.0835,17.89611325368339,8.19396024650797,25.333828353881835
1986-01-24 05:17:00,-439800124.8154153,2677221956.6097383,2677221956609.7383,17.89612341460779,8.193961274055122,25.334210904439292
1986-01-24 05:18:00,-439800064.8154153,2677223476.685395,2677223476685.3945,17.896133575685948,8.193962301617393,25.3345942735672
1986-01-24 05:19:00,-439800004.8154153,2677224996.7840977,2677224996784.0977,17.896143736918162,8.193963329194816,25.334978381792705
1986-01-24 05:20:00,-439799944.8154153,2677226516.905892,2677226516905.892,17.896153898304732,8.193964356787419,25.33536323706309
1986-01-24 05:21:00,-439799884.8154153,2677228037.050822,2677228037050.822,17.896164059845955,8.19396538439523,25.335748831431072
1986-01-24 05:22:00,-439799824.8154153,2677229557.218935,2677229557218.935,17.896174221542147,8.193966412018286,25.336135220527648
1986-01-24 05:23:00,-439799764.8154153,2677231077.410276,2677231077410.276,17.896184383393607,8.193967439656612,25.33652234872182
1986-01-24 05:24:00,-439799704.8154153,2677232597.6248918,2677232597624.891,17.896194545400647,8.193968467310242,25.336910263697305
1986-01-24 05:25:00,-439799644.8154153,2677234117.862828,2677234117862.827,17.89620470756358,8.193969494979205,25.337298933664957
1986-01-24 05:26:00,-439799584.8154153,2677235638.124129,2677235638124.129,17.896214869882698,8.193970522663538,25.33768835067749
1986-01-24 05:27:00,-439799524.8154153,2677237158.408844,2677237158408.844,17.896225032358327,8.193971550363264,25.338078586260476
1986-01-24 05:28:00,-439799464.8154153,2677238678.717018,2677238678717.018,17.89623519499077,8.193972578078418,25.338469568888346
1986-01-24 05:29:00,-439799404.8154153,2677240199.048698,2677240199048.6978,17.896245357780337,8.193973605809033,25.33886133035024
1986-01-24 05:30:00,-439799344.8154153,2677241719.403931,2677241719403.931,17.89625552072735,8.193974633555142,25.33925388654073
1986-01-24 05:31:00,-439799284.8154153,2677243239.7827625,2677243239782.7627,17.89626568383211,8.19397566131677,25.3396471897761
1986-01-24 05:32:00,-439799224.8154153,2677244760.1852417,2677244760185.2417,17.89627584709494,8.193976689093958,25.340041319529217
1986-01-24 05:33:00,-439799164.8154153,2677246280.611415,2677246280611.415,17.896286010516157,8.19397771688673,25.340436220169067
1986-01-24 05:34:00,-439799104.8154153,2677247801.0613294,2677247801061.3296,17.896296174096076,8.193978744695123,25.340831907590232
1986-01-24 05:35:00,-439799044.8154153,2677249321.535031,2677249321535.031,17.896306337835,8.193979772519164,25.341228357950847
1986-01-24 05:36:00,-439798984.8154153,2677250842.03257,2677250842032.57,17.89631650173327,8.193980800358888,25.341625650723774
1986-01-24 05:37:00,-439798924.8154153,2677252362.553992,2677252362553.992,17.896326665791186,8.193981828214328,25.34202369848887
1986-01-24 05:38:00,-439798864.8154153,2677253883.0993466,2677253883099.3467,17.896336830009083,8.193982856085519,25.342422580718996
1986-01-24 05:39:00,-439798804.8154153,2677255403.6686807,2677255403668.6807,17.896346994387272,8.193983883972486,25.342822233835857
1986-01-24 05:40:00,-439798744.8154153,2677256924.262044,2677256924262.044,17.896357158926087,8.193984911875269,25.343222721417746
1986-01-24 05:41:00,-439798684.8154153,2677258444.8794823,2677258444879.4824,17.896367323625835,8.193985939793896,25.34362397193909
1986-01-24 05:42:00,-439798624.8154153,2677259965.521046,2677259965521.0464,17.89637748848685,8.1939869677284,25.344026064872743
1986-01-24 05:43:00,-439798564.8154153,2677261486.186783,2677261486186.7827,17.89638765350945,8.193987995678816,25.34442894458771
1986-01-24 05:44:00,-439798504.8154153,2677263006.876744,2677263006876.743,17.896397818693977,8.193989023645175,25.344832682609557
1986-01-24 05:45:00,-439798444.8154153,2677264527.5909743,2677264527590.974,17.896407984040742,8.193990051627512,25.345237175623577
1986-01-24 05:46:00,-439798384.8154153,2677266048.329525,2677266048329.5254,17.896418149550076,8.19399107962586,25.345642511049906
1986-01-24 05:47:00,-439798324.8154153,2677267569.092447,2677267569092.447,17.896428315222316,8.19399210764025,25.346048696835837
1986-01-24 05:48:00,-439798264.8154153,2677269089.8797865,2677269089879.7866,17.896438481057782,8.19399313567072,25.34645566145579
1986-01-24 05:49:00,-439798204.8154153,2677270610.691594,2677270610691.594,17.896448647056808,8.193994163717296,25.34686346054077
1986-01-24 05:50:00,-439798144.8154153,2677272131.52792,2677272131527.9204,17.89645881321973,8.193995191780017,25.34727209409078
1986-01-24 05:51:00,-439798084.8154153,2677273652.388815,2677273652388.815,17.89646897954688,8.193996219858917,25.347681585947672
1986-01-24 05:52:00,-439798024.8154153,2677275173.274327,2677275173274.3267,17.896479146038587,8.193997247954027,25.348091864585875
1986-01-24 05:53:00,-439797964.8154153,2677276694.1845083,2677276694184.5083,17.896489312695202,8.193998276065383,25.348503025372825
1986-01-24 05:54:00,-439797904.8154153,2677278215.1194067,2677278215119.4067,17.896499479517036,8.193999304193017,25.34891497294108
1986-01-24 05:55:00,-439797844.8154153,2677279736.079076,2677279736079.075,17.89650964650445,8.194000332336964,25.349327818552652
1986-01-24 05:56:00,-439797784.8154153,2677281257.063562,2677281257063.562,17.896519813657765,8.19400136049726,25.349741435050966
1986-01-24 05:57:00,-439797724.8154153,2677282778.07292,2677282778072.92,17.89652998097733,8.194002388673939,25.35015596548716
1986-01-24 05:58:00,-439797664.8154153,2677284299.107198,2677284299107.198,17.89654014846348,8.194003416867032,25.35057130654653
1986-01-24 05:59:00,-439797604.8154153,2677285820.166449,2677285820166.4497,17.896550316116564,8.194004445076574,25.350987513860066
1986-01-24 06:00:00,-439797544.8154153,2677287341.2507224,2677287341250.722,17.896560483936906,8.194005473302601,25.35140455563863
1986-01-24 06:01:00,-439797484.8154153,2677288862.360072,2677288862360.0723,17.896570651924876,8.19400650154515,25.35182249546051
1986-01-24 06:02:00,-439797424.8154153,2677290383.494547,2677290383494.547,17.896580820080796,8.194007529804255,25.352241245905557
1986-01-24 06:03:00,-439797364.8154153,2677291904.654201,2677291904654.2017,17.896590988405034,8.194008558079947,25.352660902341206
1986-01-24 06:04:00,-439797304.8154153,2677293425.8390846,2677293425839.0845,17.896601156897916,8.194009586372264,25.353081393241883
1986-01-24 06:05:00,-439797244.8154153,2677294947.0492496,2677294947049.249,17.896611325559796,8.194010614681243,25.35350275039673
1986-01-24 06:06:00,-439797184.8154153,2677296468.284749,2677296468284.749,17.896621494391027,8.194011643006915,25.353924989700317
1986-01-24 06:07:00,-439797124.8154153,2677297989.5456347,2677297989545.635,17.89663166339195,8.19401267134932,25.35434809525808
1986-01-24 06:08:00,-439797064.8154153,2677299510.8319607,2677299510831.9604,17.896641832562935,8.194013699708488,25.35477209885915
1986-01-24 06:09:00,-439797004.8154153,2677301032.1437774,2677301032143.7773,17.896652001904314,8.194014728084456,25.35519694487254
1986-01-24 06:10:00,-439796944.8154153,2677302553.481138,2677302553481.138,17.896662171416445,8.194015756477265,25.355622680981956
1986-01-24 06:11:00,-439796884.8154153,2677304074.8440976,2677304074844.0977,17.89667234109969,8.194016784886946,25.35604932308197
1986-01-24 06:12:00,-439796824.8154153,2677305596.2327065,2677305596232.7065,17.896682510954395,8.194017813313536,25.356476815541587
1986-01-24 06:13:00,-439796764.8154153,2677307117.6470203,2677307117647.0205,17.896692680980923,8.194018841757073,25.356905229886372
1986-01-24 06:14:00,-439796704.8154153,2677308639.0870914,2677308639087.092,17.89670285117963,8.194019870217588,25.357334518432616
1986-01-24 06:15:00,-439796644.8154153,2677310160.5529747,2677310160552.9746,17.89671302155088,8.194020898695122,25.357764720916748
1986-01-24 06:16:00,-439796584.8154153,2677311682.0447226,2677311682044.7227,17.896723192095024,8.19402192718971,25.358195797602335
1986-01-24 06:17:00,-439796524.8154153,2677313203.56239,2677313203562.3896,17.89673336281243,8.194022955701385,25.35862778822581
1986-01-24 06:18:00,-439796464.8154153,2677314725.106029,2677314725106.0293,17.89674353370345,8.19402398423019,25.35906065305074
1986-01-24 06:19:00,-439796404.8154153,2677316246.6756973,2677316246675.6973,17.896753704768457,8.194025012776159,25.359494471549986
1986-01-24 06:20:00,-439796344.8154153,2677317768.271448,2677317768271.448,17.896763876007814,8.194026041339328,25.359929180145265
1986-01-24 06:21:00,-439796284.8154153,2677319289.8933344,2677319289893.3345,17.896774047421882,8.194027069919732,25.360364770889284
1986-01-24 06:22:00,-439796224.8154153,2677320811.541413,2677320811541.4126,17.896784219011032,8.194028098517414,25.36080130736033
1986-01-24 06:23:00,-439796164.8154153,2677322333.2157383,2677322333215.7383,17.896794390775632,8.194029127132406,25.361238757769268
1986-01-24 06:24:00,-439796104.8154153,2677323854.9163656,2677323854916.3657,17.89680456271605,8.194030155764747,25.361677122116088
1986-01-24 06:25:00,-439796044.8154153,2677325376.643352,2677325376643.352,17.896814734832663,8.194031184414476,25.36211644013723
1986-01-24 06:26:00,-439795984.8154153,2677326898.3967485,2677326898396.7485,17.896824907125826,8.194032213081627,25.362556608517966
