z,delta_mu_fit,delta_D_over_D,D_L_TFGR_Mpc,D_L_eff_Mpc,H_TFGR_km_s_Mpc,H_eff_km_s_Mpc,Omega_extra
0.14661654135338345,-0.0028202222037549823,-0.0012979172968752284,881.894563544846,880.7499373368009,57.15333179027513,57.46670625345162,0.0073304067124940865
0.15037593984962405,-0.003058636490086857,-0.0014075626105889416,907.4110968399881,906.1338589076427,57.153331790441825,57.49398829898961,0.007970480770617615
0.15413533834586465,-0.0033097098369744235,-0.001523016737625893,933.195032747673,931.773761093329,57.15333179061043,57.51964422058046,0.008572680917256029
0.15789473684210525,-0.0035736956290994,-0.0016443941564263653,959.0088460422343,957.4318574998413,57.15333179077925,57.54953507504995,0.00927462297296058
0.16165413533834586,-0.0038508398131093173,-0.001771805765458101,985.0885680799897,983.3431824755787,57.15333179095043,57.57787224919995,0.009940415905862117
0.16541353383458646,-0.0041413809089705916,-0.0019053588838096047,1011.1996613739648,1009.2729631158606,57.15333179112189,57.61045647820798,0.010706400163557358
0.16917293233082706,-0.00444555003181698,-0.002045157256796104,1037.5751695417873,1035.4531651543275,57.15333179129512,57.64155531200865,0.011437870192140062
0.17293233082706766,-0.004763570923380809,-0.0021913010661668286,1063.9835428351728,1061.6520345633742,57.153331791468574,57.67691137931317,0.012269953345194339
0.17669172932330826,-0.0050956599921621664,-0.0023438869445330246,1090.654837133057,1088.0984654993092,57.15333179164374,57.710846350254116,0.013069071750392697
0.18045112781954886,-0.005442026361553846,-0.0025030079936624317,1117.3604904258475,1114.563728186509,57.153331791819134,57.74904690574027,0.013969200737882862
0.18421052631578946,-0.0058028719251972186,-0.002668753806313262,1144.32757085379,1141.2736422934047,57.153331791996216,57.785886855350974,0.014837833619065127
0.18796992481203006,-0.0061783914088974915,-0.002841210491303481,1171.3305041459819,1168.0025076288184,57.15333179217353,57.82699903354937,0.0158078535264992
0.19172932330827067,-0.0065687724384756885,-0.0030204607015325013,1198.5933707039778,1194.973066530649,57.15333179235278,57.86680746869753,0.016747769725009173
0.19548872180451127,-0.006974195612980055,-0.0032065836646941737,1225.8935839955661,1221.9626536544727,57.153331792532306,57.910893192481154,0.017789431706872593
0.19924812030075187,-0.007394834582721658,-0.0033996552164370364,1253.452236683611,1249.190931248615,57.15333179271379,57.95372858951341,0.01880231069774588
0.20300751879699247,-0.007830856131637557,-0.0035997478357453483,1281.0497299745916,1276.4382739816335,57.15333179289558,58.00084487469636,0.019917279826486264
0.20676691729323307,-0.008282420263521167,-0.0038069306823305116,1308.904168792681,1303.9212613522739,57.15333179307892,58.04676098259889,0.02100471949412232
0.21052631578947367,-0.008749680291692733,-0.004021269635837599,1336.798942083049,1331.4233130880307,57.15333179326251,58.09696023996915,0.022194582459960192
0.21428571428571427,-0.00923278293171372,-0.00424282733668413,1364.9491670311784,1359.1579233921143,57.153331793447606,58.1460063794769,0.02335810669188968
0.21804511278195488,-0.009731868396777926,-0.004471663228363343,1393.1412203209295,1386.9115619541033,57.15333179363295,58.19933671156018,0.024624379296420668
0.22180451127819548,-0.010247070495438782,-0.004707833601052536,1421.587231399095,1414.894635264287,57.15333179381992,58.25155806783023,0.025865445345985717
0.22556390977443608,-0.010778516731357074,-0.004951391636380698,1450.0765646882248,1442.896667713716,57.15333179400717,58.30806355824679,0.027209579746260475
0.22932330827067668,-0.011326328404776657,-0.005202387453220547,1478.8183618964213,1471.1249758048991,57.15333179419638,58.36350146523761,0.028529585327610962
0.23308270676691728,-0.011890620715457222,-0.005460868154374743,1507.6049751849253,1499.372143186561,57.153331794385934,58.42322245905038,0.029952977000106684
0.23684210526315788,-0.012471502866813044,-0.0057268778740419135,1536.642558523148,1527.8423942544305,57.15333179457688,58.4819146742139,0.031353267090008574
0.24060150375939848,-0.013069078171025665,-0.00600045782594949,1565.7264518110212,1556.3313762699556,57.153331794768086,58.54488804806331,0.03285726149335042
0.24436090225563908,-0.013683444154915476,-0.006281646352053749,1595.059821279266,1585.0402195716197,57.15333179496063,58.60686901635653,0.03433913482357407
