z,mu_SN,mu_err,mu_TFGR,delta_mu_data,delta_mu_model
0.14462,19.8106,0.13965,39.69289946560631,-0.07603261171310294,-0.05087624009262835
0.13226,19.9293,0.1333,39.47487977980702,0.26068707408618863,-0.044965647558794675
0.2195,21.00055,0.1346,40.73683979169882,0.06997706219438626,-0.08946985247660906
0.38447,22.40575,0.14945,42.22962298211606,-0.017606128222855233,-0.18342759744570036
0.1742,20.3461,0.1115,40.15264700148837,-0.0002801475951628163,-0.06561685765533949
0.17772,20.20345,0.1224,40.20229791831357,-0.19258106442036294,-0.06742002662084304
0.29911,21.51975,0.1301,41.546121616695004,-0.22010476280179958,-0.1338684890364978
0.1187,19.44875,0.1339,39.213863851409464,0.04115300248374254,-0.0386794871057594
0.17685,20.2397,0.106,40.19002624284825,-0.14405938895504278,-0.0669734725655929
0.24526,21.3752,0.1882,41.023064327753325,0.1584025261398807,-0.10355587539000649
0.1959,20.54825,0.11935,40.4475245112845,-0.09300765739129346,-0.0768766279234245
0.24832,21.09655,0.1326,41.05552773384677,-0.1527108799535668,-0.1052495206709471
0.30617,21.77705,0.16135,41.60854301761957,-0.025226163726362216,-0.13791032930306593
0.24616,21.1569,0.13055,41.032612388369046,-0.06944553447583957,-0.10405358959840748
0.13527,19.9671,0.1135,39.53021782542324,0.24314902846996134,-0.0463899479866529
0.21028,20.6402,0.1335,40.627179738769634,-0.1807128848764279,-0.08451100941622666
0.23603,21.1547,0.12315,40.92363178390629,0.03733506998691638,-0.09847228316716879
0.17831,20.37535,0.1134,40.21062008903143,-0.029003235138223005,-0.06772318881149428
