L_m,dt_tfgr
1295854610.2214139,1.1173383594676633e-18
1324527655.2790966,1.120336221807229e-18
1353835141.505098,1.1233498533176189e-18
1383791107.0176315,1.126379341999153e-18
1414409900.552784,1.1294247763708678e-18
1445706188.3374553,1.1324862454736765e-18
1477694961.1144323,1.1355638388735568e-18
1510391541.3228443,1.1386576466647498e-18
1543811590.437531,1.1417677594729849e-18
1577971116.4708052,1.1448942684587201e-18
1612886481.640173,1.1480372653204034e-18
1648574410.2057815,1.151196842297757e-18
1685051996.4812176,1.1543730921750785e-18
1722336713.021593,1.1575661082845613e-18
1760446418.9928062,1.1607759845096409e-18
1799399368.7259498,1.1640028152883533e-18
1839214220.4610758,1.1672466956167228e-18
1879910045.2843566,1.1705077210521653e-18
1921506336.2630327,1.1737859877169134e-18
1964023017.7824893,1.1770815923014624e-18
2007480455.08989,1.1803946320680368e-18
2051899464.0490627,1.183725204854083e-18
2097301321.1111457,1.187073409075774e-18
2143707773.5058959,1.190439343731546e-18
2191141049.658495,1.1938231084056482e-18
2239623869.8368034,1.1972248032717177e-18
2289179457.0342903,1.200644529096379e-18
2339831548.093681,1.2040823872428606e-18
2391604405.076776,1.2075384796746367e-18
2444522826.8858414,1.2110129089590915e-18
2498612161.142151,1.2145057782712035e-18
2553898316.327308,1.2180171913972535e-18
2610407774.193327,1.221547252738557e-18
2668167602.447194,1.2250960673152182e-18
2727205467.7161584,1.2286637407699059e-18
2787549648.7998977,1.232250379371653e-18
2849229050.2158566,1.2358560900196803e-18
2912273216.0444126,1.2394809802472439e-18
2976712344.0802784,1.243125158225504e-18
3042577300.2970805,1.2467887327674191e-18
3109899633.6319995,1.2504718133316655e-18
3178711591.097479,1.2541745100265729e-18
3249046133.2274356,1.2578969336140984e-18
3320936949.865116,1.2616391955138104e-18
3394418476.300351,1.2654014078069042e-18
3469525909.7638783,1.2691836832402435e-18
3546295226.286555,1.2729861352304194e-18
3624763197.9317584,1.2768088778678423e-18
3704967410.4089355,1.2806520259208552e-18
3786946281.0769577,1.2845156948398696e-18
3870739077.3458323,1.2884000007615333e-18
3956385935.4855022,1.292305060512914e-18
4043927879.8509855,1.2962309916157205e-18
4133406842.5327444,1.3001779122905395e-18
4224865683.441931,1.3041459414611027e-18
4318348210.840039,1.3081351987585807e-18
4413899202.322832,1.3121458045259003e-18
4511564426.268478,1.3161778798220898e-18
4611390663.760454,1.320231546426652e-18
4713425730.995342,1.324306926843963e-18
4817718502.186533,1.3284041443076947e-18
4924318932.974713,1.3325233227852703e-18
5033278084.356256,1.3366645869823423e-18
5144648147.141259,1.3408280623472993e-18
5258482466.952569,1.3450138750758009e-18
5374835569.77805,1.3492221521153407e-18
5493763188.08824,1.353453021169836e-18
5615322287.531795,1.3577066107042412e-18
5739571094.221844,1.3619830499492022e-18
5866569122.625877,1.3662824689057255e-18
5996377204.072855,1.3706049983498818e-18
6129057515.89109,1.3749507698375395e-18
6264673611.190738,1.3793199157091227e-18
6403290449.305514,1.3837125690944049e-18
6544974426.907752,1.3881288639173231e-18
6689793409.812048,1.3925689349008309e-18
6837816765.48263,1.3970329175717738e-18
6989115396.25986,1.4015209482657958e-18
7143761773.322225,1.4060331641322796e-18
7301829971.399493,1.4105697031393135e-18
7463395704.254126,1.4151307040786902e-18
7628536360.947727,1.4197163065709327e-18
7797331042.909999,1.4243266510703564e-18
7969860601.8277445,1.4289618788701568e-18
8146207678.372552,1.4336221321075333e-18
8326456741.785081,1.4383075537688395e-18
8510694130.335374,1.4430182876947672e-18
8699008092.678429,1.4477544785855641e-18
8891488830.12466,1.4525162720062758e-18
9088228539.84602,1.4573038143920304e-18
9289321459.03778,1.4621172530533475e-18
9494863910.057636,1.4669567361814822e-18
9704954346.563614,1.4718224128538012e-18
9919693400.672646,1.4767144330391911e-18
10139183931.163012,1.4816329476035016e-18
10363531072.742958,1.4865781083150215e-18
10592842286.409655,1.4915500678499863e-18
10827227410.922392,1.4965489797981187e-18
11066798715.414732,1.5015749986682075e-18
11311670953.170767,1.5066282798937159e-18
11561961416.591393,1.5117089798384275e-18
11817789993.376307,1.5168172558021181e-18
12079279223.95011,1.5219532660262784e-18
12346554360.15808,1.5271171696998559e-18
12619743425.261189,1.5323091269650393e-18
12898977275.258516,1.5375292989230778e-18
13184389661.566513,1.5427778476401308e-18
13476117295.085178,1.5480549361531622e-18
13774299911.681784,1.5533607284758611e-18
14079080339.123568,1.5586953896046066e-18
14390604565.491526,1.5640590855244656e-18
14709021809.107407,1.5694519832152168e-18
15034484590.009129,1.574874250657438e-18
15367148803.006536,1.5803260568386025e-18
15707173792.35425,1.5858075717592269e-18
16054722428.076645,1.591318966439053e-18
16409961183.98166,1.5968604129232695e-18
16773060217.4008,1.6024320842887685e-18
17144193450.693527,1.6080341546504395e-18
17523538654.555073,1.613666799167509e-18
17911277533.167583,1.6193301940499078e-18
18307595811.23554,1.6250245165646887e-18
18712683322.946217,1.630749945042466e-18
19126734102.90008,1.6365066588839205e-18
19549946479.05165,1.6422948385663188e-18
19982523167.707607,1.6481146656500842e-18
20424671370.626743,1.6539663227854094e-18
20876602874.268406,1.6598499937189006e-18
21338534151.237022,1.665765863300272e-18
21810686463.97123,1.6717141174890735e-18
22293285970.727303,1.6776949433614636e-18
22786563833.907875,1.6837085291170251e-18
23290756330.78665,1.689755064085608e-18
23806104966.684975,1.6958347387342407e-18
24332856590.650764,1.7019477446740587e-18
24871263513.697983,1.7080942746672864e-18
25421583629.66216,1.7142745226342603e-18
25984080538.730076,1.7204886836604938e-18
26559023673.702732,1.7267369540037856e-18
27146688429.05212,1.733019531101371e-18
27747356292.833607,1.739336613577119e-18
28361314981.51733,1.745688401248769e-18
28988858577.80182,1.7520750951352084e-18
29630287671.4793,1.7584968974638136e-18
30285909503.415577,1.7649540116778076e-18
30956038112.716866,1.7714466424436862e-18
31640994487.15274,1.777974995658674e-18
32341106716.907444,1.7845392784582328e-18
33056710151.733185,1.791139699223616e-18
33788147561.580772,1.797776467589466e-18
34535769300.784454,1.8044497944514582e-18
35299933475.87963,1.8111598919739946e-18
36081006117.134155,1.817906973597942e-18
36879361353.87352,1.824691254048409e-18
37695381593.68847,1.831512949342593e-18
38529457705.604836,1.838372276797648e-18
39381989207.30789,1.8452694550386215e-18
40253384456.50902,1.8522047040064233e-18
41144060846.546715,1.8591782449658544e-18
42054445006.31561,1.866190300513681e-18
42984973004.61929,1.8732410945867554e-18
43936090559.04474,1.880330852470188e-18
44908253249.45887,1.8874598008055733e-18
45901926736.22723,1.89462816759925e-18
46917586983.26483,1.901836182230639e-18
47955720486.0187,1.909084075460604e-18
49016824504.49676,1.9163720794398827e-18
50101407301.45252,1.923700427717554e-18
51209988385.84008,1.931069355249572e-18
52343098761.65587,1.938479098407338e-18
53501281182.286575,1.9459298949863338e-18
54685090410.4849,1.953421984214803e-18
55895093484.097755,1.9609556067624885e-18
57131869987.67457,1.968531004749422e-18
58396012330.08316,1.9761484217547558e-18
59688126028.27295,1.9838081028256733e-18
61008829997.31226,1.991510294486332e-18
62358756846.845604,1.999255244746866e-18
63738553184.11,2.007043203112447e-18
65148879923.65622,2.014874420592398e-18
66590412603.92302,2.022749149709364e-18
68063841710.816216,2.0306676445085345e-18
69569873008.4475,2.038630160566927e-18
71109227877.19191,2.046636955002727e-18
72682643659.22273,2.0546882864846696e-18
74290874011.69746,2.06278441524151e-18
75934689267.75314,2.0709256030715203e-18
77614876805.49197,2.0791121133520578e-18
79332241425.131,2.0873442110491916e-18
81087605734.49677,2.0956221627273864e-18
82881810543.04977,2.1039462365592425e-18
84715715264.6274,2.112316702335298e-18
86590198329.09824,2.120733831473891e-18
88506157603.12563,2.129197897031081e-18
90464510820.23784,2.137709173710622e-18
92466196020.42145,2.1462679378740187e-18
94512171999.43431,2.1548744675506178e-18
96603418768.06386,2.1635290424477773e-18
98740938021.5468,2.172231943961091e-18
100925753619.37527,2.180983455184677e-18
103158912075.71976,2.1897838609215273e-18
105441483060.70338,2.198633447693925e-18
107774559912.76773,2.2075325037539147e-18
110159260162.37576,2.2164813190938496e-18
112596726067.3034,2.225480185456997e-18
115088125159.77083,2.2345293963481904e-18
117634650805.68918,2.2436292470445905e-18
120237522776.27235,2.252780034606464e-18
122897987832.3014,2.2619820578880564e-18
125617320321.31577,2.271235617548518e-18
128396822788.01845,2.2805410160629078e-18
131237826598.1875,2.28989855773325e-18
134141692576.39261,2.2993085486996696e-18
137109811657.82224,2.3087712969515907e-18
140143605554.53485,2.318287112339006e-18
143244527436.44623,2.3278563065837982e-18
146414062627.39633,2.3374791932911644e-18
149653729316.60648,2.347156087961078e-18
152965079285.8844,2.356887307999831e-18
156349698652.9188,2.366673172731654e-18
159809208631.02066,2.376514003410392e-18
163345266305.67517,2.386410123231267e-18
166959565428.27628,2.396361857342696e-18
170653837227.42365,2.406369532858198e-18
174429851238.1716,2.416433478868358e-18
178289416149.62747,2.426554026452876e-18
182234380671.29767,2.4367315086926686e-18
186266634418.61755,2.4469662606820792e-18
190388108818.06073,2.4572586195411322e-18
194600778032.28262,2.4676089244278688e-18
198906659905.73322,2.4780175165507645e-18
203307816931.1929,2.4884847391812164e-18
207806357237.6947,2.4990109376661094e-18
212404435600.30615,2.5095964594404557e-18
217104254472.25403,2.520241654040114e-18
221908065039.88885,2.530946873114586e-18
226818168300.9829,2.541712470439878e-18
231836916166.90588,2.5525388019314707e-18
236966712589.16974,2.563426225657338e-18
242210014710.90955,2.574375101851055e-18
247569334043.84094,2.5853857929249904e-18
253047237671.26,2.5964586634835743e-18
258646349477.66125,2.6075940803366464e-18
264369351405.5635,2.6187924125128875e-18
270218984740.14484,2.6300540312733314e-18
276198051422.30493,2.641379310124962e-18
282309415390.7696,2.6527686248343758e-18
288556003953.9144,2.6642223534415644e-18
294940809191.9201,2.6757408762737417e-18
301466889389.9636,2.6873245759592782e-18
308137370503.1195,2.6989738374417094e-18
314955447653.67444,2.7106890479938342e-18
321924386661.57245,2.7224705972318995e-18
329047525608.72406,2.734318877129867e-18
336328276437.9285,2.7462342820337712e-18
343770126587.1747,2.758217208676161e-18
351376640660.10675,2.7702680561906355e-18
359151462133.4378,2.7823872261264428e-18
367098315102.1711,2.7945751224632207e-18
375221006063.409,2.806832151625769e-18
383523425739.6464,2.8191587224989454e-18
392009550942.4042,2.8315552464426417e-18
400683446477.09924,2.8440221373068528e-18
409549267090.0633,2.8565598114468375e-18
418611259458.6423,2.8691686877383684e-18
427873764225.3307,2.8818491875930795e-18
437341218076.918,2.894601734973907e-18
447018155869.6221,2.9074267564106043e-18
456909212801.2804,2.9203246810153958e-18
467019126631.56964,2.9332959404986775e-18
477352739951.3684,2.946340969184842e-18
487915002502.33105,2.9594602040281883e-18
498710973547.7853,2.9726540846289333e-18
509745824296.0905,2.9859230532493186e-18
521024840377.61694,2.9992675548298122e-18
532553424376.53235,3.0126880370054175e-18
544337098418.60913,3.0261849501220684e-18
556381506816.2952,3.039758747253144e-18
568692418772.2896,3.0534098842160426e-18
581275731142.9839,3.0671388195889214e-18
594137471263.006,3.080946014727478e-18
607283799832.282,3.0948319337818624e-18
620721013866.9774,3.1087970437136866e-18
634455549715.7308,3.1228418143131365e-18
648493986142.6289,3.13696671821619e-18
662843047478.3962,3.1511722309219374e-18
677509606841.3115,3.1654588308100094e-18
692500689429.3976,3.179826999158112e-18
707823475885.4282,3.1942772201596468e-18
723485305736.4489,3.2088099809414876e-18
739493680909.346,3.223425771581815e-18
755856269324.2318,3.2381250851280806e-18
772580908567.3354,3.2529084176150856e-18
789675609645.1606,3.267776268083153e-18
807148560821.7128,3.2827291385964257e-18
825008131540.6305,3.297767534261269e-18
843262876434.1007,3.3128919632447864e-18
861921539420.4862,3.3281029367934453e-18
880993057892.5841,3.343400969251808e-18
900486566998.6278,3.3587865780814076e-18
920411404017.9429,3.3742602838797027e-18
940777112833.4576,3.389822610399163e-18
961593448503.1678,3.4054740845664704e-18
982870381932.7545,3.421215236501841e-18
1004618104651.5898,3.437046599538449e-18
1026847033694.4221,3.4529687102419915e-18
1049567816591.0756,3.4689821084303506e-18
1072791336466.5558,3.485087337193388e-18
1096528717254.014,3.501284942912862e-18
1120791329023.0112,3.5175754752824365e-18
1145590793425.7703,3.533959487327868e-18
1170938989263.8445,3.550437535427262e-18
1196848058178.0054,3.567010179331473e-18
1223330410464.0188,3.5836779821846346e-18
1250398731017.1055,3.600441510544804e-18
1278065985407.9333,3.617301334404735e-18
1306345426093.0515,3.634258027212781e-18
1335250598762.7417,3.65131216589392e-18
1364795348829.3367,3.668464330870919e-18
1394993828059.05,3.685715106085585e-18
1425860501350.6565,3.7030650790202224e-18
1457410153664.053,3.720514840719149e-18
1489657897102.1797,3.7380649858103756e-18
1522619178149.6313,3.755716112527411e-18
1556309785071.4348,3.773468822731201e-18
1590745855475.5376,3.791323721932201e-18
1625943884042.6304,3.8092814193125764e-18
1661920730427.0042,3.8273425277485526e-18
1698693627332.2275,3.845507663832881e-18
1736280188765.529,3.863777447897465e-18
1774698418474.7476,3.882152504036082e-18
1813966718572.1099,3.900633460127313e-18
1854103898348.6807,3.9192209478575395e-18
1895129183283.9202,3.937915602744128e-18
1937062224254.5771,3.9567180641587234e-18
1979923106947.3484,3.9756289753507155e-18
2023732361479.8062,3.994648983470817e-18
2068510972234.2078,4.013778739594814e-18
2114280387908.8943,4.033018898747431e-18
2161062531792.1123,4.052370119926378e-18
2208879812263.073,4.071833066126486e-18
2257755133525.544,4.0914084043640676e-18
2307711906578.7583,4.111096805701361e-18
2358774060431.171,4.130898945271141e-18
2410966053562.314,4.1508155023015006e-18
2464312885638.2705,4.170847160140751e-18
2518840109486.37,4.190994606282493e-18
2574573843334.846,4.211258532390842e-18
2631540783323.3213,4.23163963432579e-18
2689768216290.1226,4.2521386121687495e-18
2749284032842.438,4.2727561702482e-18
2810116740715.8853,4.293493017165569e-18
2872295478429.4688,4.314349865821207e-18
2935850029242.785,4.335327433440532e-18
3000810835422.0327,4.35642644160036e-18
3067209012821.685,4.377647616255358e-18
3135076365788.8057,4.398991687764695e-18
3204445402397.1484,4.420459390918821e-18
3275349350018.3394,4.442051464966438e-18
3347822171237.5977,4.463768653641608e-18
3421898580121.6465,4.485611705191064e-18
3497614058846.443,4.507581372401611e-18
3575004874693.1016,4.529678412627812e-18
3654108097419.605,4.5519035878197294e-18
3734961617017.034,4.5742576645508955e-18
3817604161858.656,4.5967414140464354e-18
3902075317250.593,4.619355612211369e-18
3988415544392.958,4.6421010396590726e-18
4076666199760.5396,4.664978481739927e-18
4166869554912.3145,4.687988728570132e-18
4259068816739.317,4.7111325750607035e-18
4353308148160.357,4.734410820946615e-18
4449632689276.009,4.7578242708161815e-18
4548088578990.326,4.7813737341405585e-18
4648722977111.146,4.805060025303453e-18
4751584086939.369,4.828883963631001e-18
4856721178358.061,4.852846373421838e-18
4964184611432.446,4.876948083977344e-18
5074025860532.095,4.901189929632079e-18
5186297538986.845,4.925572749784392e-18
5301053424288.292,4.950097388927237e-18
5418348483848.938,4.974764696679159e-18
5538238901331.1,4.999575527815444e-18
5660782103558.813,5.0245307422995425e-18
5786036788024.792,5.049631205314586e-18
5914062951006.223,5.074877787295153e-18
6044921916302.6455,5.100271363959212e-18
6178676364609.702,5.125812816340256e-18
6315390363542.825,5.15150303081964e-18
6455129398325.269,5.17734289915911e-18
6597960403155.1455,5.2033333185335324e-18
6743951793266.589,5.2294751915638265e-18
6893173497700.031,5.2557694263500566e-18
7045696992798.148,5.282216936504819e-18
7201595336442.396,5.3088186411867326e-18
7360943203047.378,5.335575465134185e-18
7523816919329.452,5.3624883386992734e-18
7690294500866.806,5.389558197881949e-18
7860455689468.456,5.416785984364374e-18
8034381991370.132,5.444172645545482e-18
8212156716275.289,5.471719134575754e-18
8393865017260.05,5.499426410392213e-18
8579593931560.77,5.52729543775358e-18
8769432422264.777,5.5553271872757475e-18
8963471420922.922,5.583522635467365e-18
9161803871105.324,5.6118827647656925e-18
9364524772920.822,5.640408563572662e-18
9571731228521.477,5.669101026291162e-18
9783522488613.943,5.697961153361534e-18
10000000000000.0,5.726989951298298e-18
