L_m,Delta_t,Phi_t,dPhi_dL
54.55925534756022,5.337139698138779e-19,0.0008791875755611069,-1.6024564269487697e-05
55.766474100771326,5.337847635708401e-19,0.0008602692358193485,-1.533989614269771e-05
57.00040467599713,5.338558857335384e-19,0.0008417584835221259,-1.4684488247722577e-05
58.26163811892308,5.339273378357905e-19,0.0008236465287322907,-1.4057089839535053e-05
59.55077855315206,5.339991214186707e-19,0.0008059247712228906,-1.3456503647245668e-05
60.86844346957572,5.340712380305478e-19,0.0007885847963801796,-1.2881583587481848e-05
62.21526402215,5.341436892271168e-19,0.0007716183711951252,-1.2331232575560672e-05
63.59188533021321,5.34216476571437e-19,0.0007550174403415584,-1.1804400430270835e-05
64.9989667874954,5.342896016339662e-19,0.0007387741223390323,-1.1300081868264179e-05
66.43718237796386,5.343630659925977e-19,0.0007228807057986041,-1.0817314584219692e-05
67.9072209986571,5.344368712326961e-19,0.0007073296457497298,-1.035517741311445e-05
69.4097867896634,5.345110189471328e-19,0.0006921135600465061,-9.91278857108584e-06
70.9455994713996,5.345855107363232e-19,0.0006772252258515713,-9.489303971527531e-06
72.51539468935248,5.346603482082633e-19,0.0006626575761959735,-9.08391561319825e-06
74.11992436644981,5.347355329785662e-19,0.0006484036966133487,-8.695850037265156e-06
75.75995706322598,5.34811066670499e-19,0.0006344568218468376,-8.324366850331698e-06
77.43627834595911,5.348869509150203e-19,0.000620810332627132,-7.968757310628828e-06
79.14969116295235,5.3496318735081805e-19,0.0006074577525201399,-7.628342974668037e-06
80.9010162291411,5.350397776243454e-19,0.0005943927448427565,-7.302474401769271e-06
82.69109241921181,5.351167233898605e-19,0.0005816091096452567,-6.9905299139886516e-06
84.5207771694169,5.351940263094635e-19,0.0005691007807588967,-6.69191440907791e-06
86.39094688828295,5.352716880531338e-19,0.0005568618229072798,-6.406058224205167e-06
88.30249737640493,5.353497102987702e-19,0.000544886428880143,-6.132416048266478e-06
90.25634425552894,5.354280947322283e-19,0.000533168916768196,-5.870465880712395e-06
92.25342340713094,5.355068430473591e-19,0.0005217037272576875,-5.619708034896204e-06
94.29469142069802,5.355859569460485e-19,0.0005104854209834288,-5.379664184042635e-06
96.38112605192876,5.3566543813825635e-19,0.0004995086759389961,-5.149876448012921e-06
98.51372669107394,5.357452883420547e-19,0.0004887682849428729,-4.929906519121548e-06
100.6935148416372,5.358255092836694e-19,0.00047825915315934217,-4.719334825334864e-06
102.92153460967076,5.359061026975174e-19,0.00046797629567291914,-4.517759729252271e-06
105.1988532038954,5.359870703262487e-19,0.0004579148351151924,-4.3247967613401406e-06
107.52656144688804,5.360684139207855e-19,0.000448069999342922,-4.140077885953137e-06
109.90577429757778,5.36150135240362e-19,0.00043843711916630423,-3.963250798741139e-06
112.33763138530736,5.362322360525665e-19,0.00042901162612629277,-3.7939782540987214e-06
114.82329755570736,5.363147181333806e-19,0.00041978905031994835,-3.6319374213734153e-06
117.36396342865125,5.363975832672209e-19,0.0004107650182727544,-3.4768192686019934e-06
119.96084596855562,5.364808332469797e-19,0.00040193525085689387,-3.3283279725976946e-06
122.61518906729756,5.365644698740676e-19,0.0003932955612544993,-3.1861803542619405e-06
125.32826414003448,5.36648494958453e-19,0.0003848418529648806,-3.05010533804099e-06
128.10137073420276,5.367329103187061e-19,0.0003765701178548151,-2.9198434344955484e-06
130.93583715199415,5.368177177820389e-19,0.000368476434250941,-2.7951462449947413e-06
133.83302108660473,5.36902919184349e-19,0.0003605569650733576,-2.6757759875883653e-06
136.79431027256294,5.369885163702611e-19,0.0003528079560095363,-2.5615050431512324e-06
139.8211231504441,5.370745111931699e-19,0.00034522573372768186,-2.452115520933832e-06
142.9149095462987,5.371609055152829e-19,0.0003378067041286681,-2.3473988426877886e-06
146.07715136610867,5.372477012076641e-19,0.00033054735063574455,-2.247155344573421e-06
149.30936330561224,5.373349001502766e-19,0.00032344423252117597,-2.1511938960878523e-06
152.61309357583528,5.37422504232026e-19,0.00031649398326902305,-2.0593315352863205e-06
155.989924644673,5.375105153508043e-19,0.00030969330897329106,-1.9713931195995956e-06
159.4414739948868,5.375989354135349e-19,0.00030303898677066257,-1.8872109915810088e-06
162.96939489886662,5.376877663362156e-19,0.00029652786330709166,-1.8066246589445003e-06
166.57537721053976,5.377770100439625e-19,0.00029015685323750904,-1.729480488282181e-06
170.2611481748018,5.378666684710573e-19,0.0002839229377579313,-1.6556314118770378e-06
174.02847325485442,5.37956743560989e-19,0.0002778231631692754,-1.5849366470505733e-06
177.879156977856,5.380472372665011e-19,0.00027185463947218086,-1.5172614275091496e-06
181.81504379927748,5.381381515496355e-19,0.00026601453899218836,-1.4524767461762e-06
185.83801898638623,5.382294883817802e-19,0.00026030009503460615,-1.3904591090192127e-06
189.95000952127944,5.38321249743713e-19,0.0002547086005684234,-1.3310902994013533e-06
194.15298502389416,5.384134376256482e-19,0.00024923740693865234,-1.2742571525072095e-06
198.44895869544868,5.385060540272837e-19,0.000243883922606468,-1.219851339412581e-06
202.83998828275136,5.385991009578462e-19,0.0002386456119165638,-1.167769160385622e-06
207.3281770638504,5.38692580436139e-19,0.00023351999389112276,-1.1179113470244129e-06
211.91567485549265,5.387864944905886e-19,0.0002285046410498319,-1.070182872853489e-06
216.60467904287023,5.388808451592924e-19,0.00022359717825538319,-1.024492772017468e-06
221.39743563216072,5.38975634490065e-19,0.0002187952815838947,-9.807539657255064e-07
226.29624032634763,5.390708645404875e-19,0.00021409667721973517,-9.388830961151686e-07
231.3034396248499,5.391665373779542e-19,0.0002094991403742074,-8.988003672187225e-07
236.42143194748175,5.392626550797218e-19,0.00020500049422758293,-8.60429392727787e-07
241.6526687832832,5.393592197329573e-19,0.00020059860889398056,-8.236970502659899e-07
246.9996558647649,5.394562334347869e-19,0.00019629140040860102,-7.885333418912132e-07
252.46495436814592,5.395536982923447e-19,0.00019207682973682128,-7.548712605610387e-07
258.0511821401387,5.396516164228229e-19,0.00018795290180469393,-7.226466623065723e-07
263.7610149518831,5.397499899535198e-19,0.0001839176645503759,-6.917981438704539e-07
269.5971877806271,5.398488210218912e-19,0.0001799692079960395,-6.62266925575474e-07
275.56249611976074,5.399481117755992e-19,0.00017610566333982558,-6.339967392002508e-07
281.6597973178476,5.400478643725624e-19,0.00017232520206739602,-6.069337206476486e-07
287.89201194727474,5.40148080981008e-19,0.00016862603508267655,-5.810263072013074e-07
294.26212520319064,5.402487637795202e-19,0.00016500641185736352,-5.562251391739354e-07
300.7731883333982,5.403499149570939e-19,0.0001614646195987945,-5.324829657597288e-07
307.42832009988,5.404515367131834e-19,0.00015799898243578711,-5.097545549110439e-07
314.2307082726747,5.405536312577558e-19,0.00015460786062205086,-4.879966070673344e-07
321.18361115679573,5.406562008113424e-19,0.00015128964975680251,-4.671676725717337e-07
328.29035915294213,5.407592476050907e-19,0.00014804278002220606,-4.472280726175132e-07
335.5543563527427,5.408627738808168e-19,0.00014486571543727517,-4.281398235735399e-07
342.97908216929085,5.409667818910578e-19,0.000141756953127887,-4.098665645442978e-07
350.5680930037721,5.410712738991251e-19,0.00013871502261254942,-3.923734880261854e-07
358.325023948954,5.411762521791582e-19,0.00013573848510359395,-3.756272735277104e-07
366.2535905303764,5.412817190161766e-19,0.00013282593282345118,-3.595960240268737e-07
374.3575904860684,5.413876767061355e-19,0.00012997598833568754,-3.442492051444349e-07
382.640905585637,5.414941275559776e-19,0.0001271873038904855,-3.295575869170185e-07
391.1075034896217,5.416010738836898e-19,0.00012445856078424858,-3.154931880588121e-07
399.7614396499751,5.417085180183563e-19,0.00012178846873303598,-3.020292226055855e-07
408.6068592526027,5.418164623002144e-19,0.00011917576525952007,-2.8914004883912496e-07
417.6479992028833,5.419249090807082e-19,0.00011661921509317819,-2.768011203945762e-07
426.8891901551241,5.420338607225462e-19,0.00011411760958343204,-2.6498893945743486e-07
436.3348585869123,5.421433195997552e-19,0.00011166976612545725,-2.5368101196086025e-07
445.9895289193831,5.4225328809773745e-19,0.0001092745275983829,-2.428558046977239e-07
455.8578256843845,5.423637686133264e-19,0.00010693076181562237,-2.3249270426563514e-07
465.9444757396036,5.424747635548443e-19,0.00010463736098706723,-2.225719777665323e-07
476.25431053270574,5.425862753421575e-19,0.00010239324119288921,-2.1307473518587213e-07
486.7922684155632,5.426983064067356e-19,0.00010019734186870251,-2.0398289337960096e-07
497.56339700970864,5.428108591917073e-19,9.804862530183449e-05,-1.9527914160016445e-07
508.5728556241094,5.429239361519195e-19,9.594607613847312e-05,-1.8694690849582786e-07
519.8259177264489,5.430375397539946e-19,9.388870090144999e-05,-1.7897033052026378e-07
531.3279734690896,5.431516724763894e-19,9.187552751843168e-05,-1.7133422169216726e-07
543.0845322709165,5.432663368094539e-19,8.990560486029599e-05,-1.6402404464718485e-07
555.1012254563302,5.433815352554901e-19,8.797800228946787e-05,-1.5702588292690817e-07
567.3838089526105,5.434972703288112e-19,8.609180921800708e-05,-1.5032641445205636e-07
579.9381660469749,5.436135445558023e-19,8.424613467523202e-05,-1.4391288612924533e-07
592.7703102046414,5.43730360474979e-19,8.244010688467467e-05,-1.377730895428942e-07
605.8863879492351,5.438477206370483e-19,8.067287285016785e-05,-1.3189533768583822e-07
619.2926818069518,5.439656276049703e-19,7.894359795086186e-05,-1.2626844268433999e-07
632.9956133158422,5.440840839540168e-19,7.725146554498433e-05,-1.2088169447490624e-07
647.0017461016951,5.442030922718352e-19,7.559567658215022e-05,-1.1572484039228077e-07
661.3177890219785,5.443226551585082e-19,7.397544922403797e-05,-1.1078806562967251e-07
675.9505993793337,5.444427752266165e-19,7.23900184732534e-05,-1.0606197453390313e-07
690.9071862061998,5.445634551013006e-19,7.083863581019974e-05,-1.0153757269982003e-07
706.1947136220897,5.446846974203244e-19,6.932056883778694e-05,-9.720624982980155e-08
721.8205042651649,5.448065048341367e-19,6.783510093380647e-05,-9.30597633256641e-08
737.7920427997371,5.449288800059357e-19,6.63815309108079e-05,-8.909022258165458e-08
754.1169795013831,5.450518256117316e-19,6.495917268331472e-05,-8.529007394857668e-08
770.8031339213703,5.451753443404108e-19,6.356735494222249e-05,-8.165208634037092e-08
787.8584986321956,5.452994388938008e-19,6.22054208362203e-05,-7.816933745566878e-08
805.2912430559697,5.454241119867338e-19,6.087272766008914e-05,-7.483520058807539e-08
823.1097173775265,5.455493663471124e-19,5.956864654972469e-05,-7.164333199998617e-08
841.3224565441174,5.456752047159742e-19,5.829256218374076e-05,-6.858765883586713e-08
859.9381843535882,5.458016298475579e-19,5.7043872491512465e-05,-6.566236755195825e-08
878.9658176330496,5.459286445093686e-19,5.582198836751638e-05,-6.286189284029597e-08
898.4144705099717,5.460562514822456e-19,5.462633339183678e-05,-6.018090702597083e-08
918.293458777803,5.461844535604275e-19,5.3456343556700806e-05,-5.7614309917367186e-08
938.612304358186,5.4631325355161975e-19,5.231146699891397e-05,-5.51572190900333e-08
959.3807398618876,5.464426542770621e-19,5.119116373806955e-05,-5.280496058566202e-08
980.6087132506868,5.465726585715967e-19,5.0094905420404076e-05,-5.05530600084307e-08
1002.3063926023768,5.467032692837353e-19,4.9022175068180926e-05,-4.83972340017243e-08
1024.484170981219,5.46834489275728e-19,4.7972466834480064e-05,-4.633338208898743e-08
1047.1526714161664,5.46966321423633e-19,4.694528576327781e-05,-4.4357578863145007e-08
1070.3227519892166,5.470987686173844e-19,4.5940147554703574e-05,-4.2466066509698005e-08
1094.0055110363958,5.472318337608629e-19,4.4956578335358906e-05,-4.065524764923123e-08
1118.2122924637815,5.473655197719642e-19,4.399411443359328e-05,-3.892167848568798e-08
1142.9546911811735,5.4749982958267165e-19,4.3052302159627065e-05,-3.7262062247344916e-08
1168.2445586559934,5.476347661391242e-19,4.213069759041748e-05,-3.567324290798285e-08
1194.0940085900509,5.477703324016898e-19,4.122886635916655e-05,-3.415219917627609e-08
1220.5154227219662,5.479065313450354e-19,4.034638344936782e-05,-3.269603874194204e-08
1247.5214567579328,5.480433659581989e-19,3.948283299329762e-05,-3.130199276767861e-08
1275.1250464337334,5.481808392446619e-19,3.863780807485212e-05,-2.996741061639093e-08
1303.3394137108828,5.483189542224221e-19,3.7810910536637515e-05,-2.8689754803650178e-08
1332.178073109878,5.484577139240654e-19,3.700175079122121e-05,-2.746659616576065e-08
1361.654838183554,5.485971213968409e-19,3.620994763645503e-05,-2.6295609234227503e-08
1391.783828133729,5.487371797027329e-19,3.543512807478029e-05,-2.5174567807800025e-08
1422.5794745741998,5.488778919185362e-19,3.4676927136431936e-05,-2.410134071365374e-08
1454.0565284434076,5.490192611359299e-19,3.39349877064551e-05,-2.3073887749627413e-08
1486.2300670700597,5.491612904615533e-19,3.320896035545273e-05,-2.2090255799781194e-08
1519.115501395058,5.4930398301707975e-19,3.249850317398436e-05,-2.1148575115870262e-08
1552.7285833532897,5.49447341939294e-19,3.180328161053514e-05,-2.0247055757643228e-08
1587.0854134186886,5.495913703801671e-19,3.112296831298085e-05,-1.9383984185183165e-08
1622.2024483162763,5.497360715069337e-19,3.04572429734714e-05,-1.8557719996794738e-08
1658.096508904846,5.498814485021679e-19,2.9805792176659573e-05,-1.776669280621464e-08
1694.7847882340309,5.500275045638626e-19,2.9168309251203712e-05,-1.7009399253200973e-08
1732.2848597797167,5.501742429055056e-19,2.8544494124471523e-05,-1.628440014179788e-08
1770.6146858616094,5.50321666756158e-19,2.7934053180378528e-05,-1.5590317700821278e-08
1809.79262624709,5.5046977936053335e-19,2.733669912029172e-05,-1.49258329613454e-08
1849.837446945446,5.506185839790765e-19,2.675215082693278e-05,-1.4289683246193904e-08
1890.7683291966528,5.507680838880429e-19,2.618013323121664e-05,-1.3680659766646459e-08
1932.604878659121,5.509182823795792e-19,2.5620377181960624e-05,-1.3097605321782972e-08
1975.367134800666,5.51069182761802e-19,2.5072619318404e-05,-1.2539412096081663e-08
2019.075580497308,5.512207883588806e-19,2.4536601945476096e-05,-1.2005019551071003e-08
2063.751151844456,5.513731025111168e-19,2.4012072911753932e-05,-1.1493412407021243e-08
2109.415248185148,5.515261285750263e-19,2.3498785490051852e-05,-1.100361871082563e-08
2156.0897423602632,5.516798699234228e-19,2.2996498260585028e-05,-1.0534707986392503e-08
2203.7969911854543,5.518343299454978e-19,2.2504974996653014e-05,-1.0085789464022149e-08
2252.5598461599407,5.519895120469059e-19,2.2023984552787787e-05,-9.656010385394036e-09
2302.4016644122485,5.521454196498464e-19,2.1553300755313373e-05,-9.24455438093692e-09
2353.34631988815,5.523020561931484e-19,2.109270229526512e-05,-8.8506399164871e-09
2405.418214786109,5.524594251323544e-19,2.064197262361797e-05,-8.473518806277824e-09
2458.64229124585,5.526175299398059e-19,2.0200899848772874e-05,-8.112474789423946e-09
2513.0440432954665,5.527763741047269e-19,1.976927663625401e-05,-7.766822167192745e-09
2568.6495290629173,5.529359611333118e-19,1.9346900110568224e-05,-7.435904498461536e-09
2625.485383257738,5.530962945488101e-19,1.8933571759180057e-05,-7.119093350879129e-09
2683.578829928869,5.532573778916137e-19,1.8529097338557416e-05,-6.815787105350776e-09
2742.957695504882,5.534192147193428e-19,1.813328678224184e-05,-6.525409811568619e-09
2803.65042212264,5.535818086069355e-19,1.77459541109014e-05,-6.247410092408616e-09
2865.686081250926,5.53745163146734e-19,1.7366917344322093e-05,-5.981260095106655e-09
2929.094387615525,5.539092819485737e-19,1.6995998415296475e-05,-5.726454487214238e-09
2993.905713432359,5.540741686398728e-19,1.6633023085368894e-05,-5.482509495424266e-09
3060.151102955673,5.542398268657208e-19,1.627782086239613e-05,-5.2489619854326784e-09
3127.8622873480126,5.5440626028896925e-19,1.5930224919885805e-05,-5.0253685810859945e-09
3197.071699879278,5.545734725903216e-19,1.559007201807306e-05,-4.811304821135319e-09
3267.8124914620903,5.547414674684242e-19,1.5257202426698418e-05,-4.606364351991362e-09
3340.118546530831,5.54910248639959e-19,1.4931459849450429e-05,-4.410158154943729e-09
3414.024499272178,5.55079819839733e-19,1.4612691350036125e-05,-4.2223138063705816e-09
3489.5657502146264,5.552501848207729e-19,1.4300747279845681e-05,-4.0424747695316854e-09
3566.778483185152,5.554213473544174e-19,1.3995481207175675e-05,-3.870299716595823e-09
3645.6996826410746,5.555933112304106e-19,1.3696749847977785e-05,-3.705461879610533e-09
3726.367151385339,5.557660802569947e-19,1.3404412998100287e-05,-3.5476484291788294e-09
3808.819528673934,5.55939658261007e-19,1.3118333466989296e-05,-3.3965598796595337e-09
3893.096308723812,5.561140490879731e-19,1.2838377012819352e-05,-3.251909519759132e-09
3979.237859630409,5.562892566022021e-19,1.2564412279021703e-05,-3.1134228674298894e-09
4067.285442703733,5.564652846868843e-19,1.2296310732180513e-05,-2.9808371480370034e-09
4157.281232232311,5.566421372441865e-19,1.2033946601267289e-05,-2.8539007948012576e-09
4249.268335684364,5.568198181953493e-19,1.1777196818185043e-05,-2.7323729705654106e-09
4343.290814356137,5.569983314807844e-19,1.1525940959593165e-05,-2.6160231099742902e-09
4439.393704476947,5.571776810601736e-19,1.128006118998636e-05,-2.504630481196588e-09
4537.623038781288,5.573578709125671e-19,1.103944220599989e-05,-2.397983766354459e-09
4638.025868558272,5.575389050364825e-19,1.0803971181914887e-05,-2.2958806598617254e-09
4740.650286188848,5.577207874500039e-19,1.0573537716338077e-05,-2.198127483905815e-09
4845.545448181893,5.579035221908845e-19,1.0348033780030002e-05,-2.104538820341903e-09
4952.761598719823,5.580871133166446e-19,1.0127353664857672e-05,-2.0149371582986374e-09
5062.350093725286,5.582715649046751e-19,9.911393933846966e-06,-1.929152556823742e-09
5174.363425460376,5.584568810523386e-19,9.700053372311079e-06,-1.8470223219285403e-09
5288.855247670046,5.586430658770722e-19,9.493232940032149e-06,-1.76839069741562e-09
5405.880401282066,5.588301235164902e-19,9.290835724472677e-06,-1.6931085689019188e-09
5525.494940675432,5.590180581284884e-19,9.092766894995343e-06,-1.621033180473279e-09
5647.756160530116,5.592068738913477e-19,8.898933658068915e-06,-1.5520278634316357e-09
5772.722623270906,5.593965750038391e-19,8.709245213439127e-06,-1.4859617766184052e-09
5900.454187118389,5.595871656853299e-19,8.523612711243932e-06,-1.4227096578198709e-09
6031.012034760828,5.597786501758882e-19,8.341949210052214e-06,-1.362151585781425e-09
6164.458702660229,5.599710327363903e-19,8.164169635806777e-06,-1.3041727523777415e-09
6300.858111006974,5.601643176486283e-19,7.990190741651557e-06,-1.248663244505535e-09
6440.275594337248,5.603585092154166e-19,7.819931068624171e-06,-1.1955178352835989e-09
6582.777932827809,5.605536117607013e-19,7.653310907195327e-06,-1.1446357841629466e-09
6728.433384283465,5.607496296296685e-19,7.490252259636324e-06,-1.0959206455665972e-09
6877.311716832062,5.609465671888545e-19,7.330678803197459e-06,-1.0492800856950594e-09
7029.484242343056,5.61144428826255e-19,7.174515854079321e-06,-1.0046257071487988e-09
7185.023850585506,5.613432189514366e-19,7.0216903321801285e-06,-9.618728810340156e-10
7344.005044141752,5.615429419956473e-19,6.872130726602413e-06,-9.209405862324321e-10
7506.503974093891,5.617436024119299e-19,6.72576706190235e-06,-8.817512555290656e-10
7672.598476499599,5.619452046752339e-19,6.582530865066229e-06,-8.442306283056357e-10
7842.368109675185,5.621477532825269e-19,6.442355133197945e-06,-8.083076095188456e-10
8015.894192303568,5.623512527529123e-19,6.305174301902468e-06,-7.739141346956788e-10
8193.259842385494,5.625557076277399e-19,6.170924214350064e-06,-7.409850406888737e-10
8374.550017052452,5.627611224707235e-19,6.039542091006886e-06,-7.094579419464102e-10
8559.85155326085,5.629675018680556e-19,5.910966500017121e-06,-6.79273112059984e-10
8749.253209386292,5.63174850428524e-19,5.785137328223153e-06,-6.503733703670345e-10
8942.845707738361,5.633831727836289e-19,5.661995752809647e-06,-6.227039733906055e-10
9140.721778016125,5.635924735877006e-19,5.541484213558189e-06,-5.96212510910647e-10
9342.97620172498,5.638027575180176e-19,5.423546385699468e-06,-5.708488064690292e-10
9549.705857576686,5.640140292749263e-19,5.308127153349744e-06,-5.465648221190893e-10
9761.009767893544,5.642262935819593e-19,5.195172583519501e-06,-5.233145672384912e-10
9976.98914603958,5.644395551859571e-19,5.0846299006815846e-06,-5.010540112321198e-10
10197.747444901195,5.646538188571894e-19,4.976447461886881e-06,-4.797409999589042e-10
10423.390406440349,5.64869089389474e-19,4.870574732415838e-06,-4.593351757236539e-10
10654.026112344587,5.650853716003029e-19,4.766962261953999e-06,-4.397979006817567e-10
10889.765035797422,5.65302670330963e-19,4.665561661280607e-06,-4.210921835112221e-10
11130.720094394348,5.6552099044666e-19,4.566325579458981e-06,-4.031826092124832e-10
11377.006704229809,5.657403368366437e-19,4.4692076815179e-06,-3.860352719025529e-10
11628.742835180645,5.659607144143324e-19,4.374162626613529e-06,-3.696177104758271e-10
11886.049067413263,5.66182128117439e-19,4.281146046661262e-06,-3.538988470090566e-10
12149.048649140674,5.664045829080973e-19,4.190114525427687e-06,-3.3884892779357007e-10
12417.867555657718,5.666280837729896e-19,4.101025578072535e-06,-3.2443946688248705e-10
12692.634549682563,5.668526357234741e-19,4.01383763113095e-06,-3.1064319204574423e-10
12973.481243033117,5.670782437957142e-19,3.92851000292672e-06,-2.9743399303007887e-10
13260.542159668612,5.673049130508072e-19,3.845002884406914e-06,-2.8478687202571747e-10
13553.95480012564,5.675326485749148e-19,3.763277320389167e-06,-2.726778962455282e-10
13853.859707380165,5.677614554793942e-19,3.6832951912124926e-06,-2.610841525266217e-10
14160.400534166787,5.67991338900929e-19,3.605019194783012e-06,-2.4998370386798375e-10
14473.72411178766,5.682223040016615e-19,3.528412829006063e-06,-2.393555478216179e-10
14793.980520443603,5.684543559693271e-19,3.4534403745964615e-06,-2.2917957665812458e-10
15121.323161122007,5.686875000173856e-19,3.380066878258521e-06,-2.194365392309583e-10
15455.9088290748,5.689217413851585e-19,3.308258136228199e-06,-2.1010800446692792e-10
15797.897788922524,5.691570853379622e-19,3.2379806781693e-06,-2.0117632641359293e-10
16147.453851420254,5.693935371672455e-19,3.16920175141622e-06,-1.9262461077705984e-10
16504.74445192174,5.696311021907254e-19,3.1018893055558073e-06,-1.8443668288667663e-10
16869.940730580372,5.698697857525249e-19,3.0360119773408494e-06,-1.7659705702567702e-10
17243.21761432408,5.701095932233123e-19,2.9715390759283047e-06,-1.690909070695915e-10
17624.753900644402,5.703505300004385e-19,2.9084405684350617e-06,-1.619040383765644e-10
18014.732343239517,5.705926015080792e-19,2.846687065804501e-06,-1.55022860876199e-10
18413.33973955193,5.708358131973742e-19,2.7862498089771685e-06,-1.4843436330584392e-10
18820.76702024385,5.710801705465687e-19,2.727100655358857e-06,-1.4212608854529366e-10
19237.20934065153,5.713256790611569e-19,2.6692120655799497e-06,-1.360861100031271e-10
19662.866174263705,5.715723442740235e-19,2.6125570905395127e-06,-1.3030300900979473e-10
20097.941408268256,5.718201717455895e-19,2.5571093587281365e-06,-1.247658531745038e-10
20542.64344121274,5.720691670639556e-19,2.502843063823508e-06,-1.1946417566482823e-10
20997.18528282656,5.723193358450479e-19,2.449732952552722e-06,-1.1438795536963408e-10
21461.784656051103,5.725706837327645e-19,2.3977543128157893e-06,-1.0952759790769275e-10
21936.664101327835,5.728232163991237e-19,2.3468829620645483e-06,-1.0487391744590404e-10
22422.05108319401,5.730769395444097e-19,2.2970952359315336e-06,-1.0041811929257265e-10
22918.17809923653,5.733318588973244e-19,2.248367977103478e-06,-9.615178323271571e-11
23425.282791457463,5.735879802151349e-19,2.2006785244340256e-06,-9.206684757374392e-11
23943.608060102884,5.738453092838245e-19,2.154004702290687e-06,-8.815559387119765e-11
24473.40218001077,5.741038519182455e-19,2.108324810130878e-06,-8.441063230558091e-11
25014.918919533226,5.7436361396227e-19,2.0636176123021265e-06,-8.082488768249904e-11
25568.417662090185,5.746246012889437e-19,2.019862328061635e-06,-7.739158602950424e-11
26134.163530412174,5.748868198006395e-19,1.9770386218105048e-06,-7.410424176424622e-11
26712.427513533185,5.751502754292138e-19,1.9351265935378906e-06,-7.095664540952428e-11
27303.48659659248,5.754149741361603e-19,1.8941067694707094e-06,-6.794285183194569e-11
27907.623893508964,5.756809219127681e-19,1.8539600929243817e-06,-6.50571689818484e-11
28525.12878259129,5.759481247802789e-19,1.8146679153502883e-06,-6.22941471131234e-11
29156.29704514792,5.762165887900454e-19,1.7762119875757675e-06,-5.964856846247073e-11
29801.431007165364,5.76486320023691e-19,1.7385744512323834e-06,-5.711543736849307e-11
30460.83968412016,5.767573245932692e-19,1.701737830368562e-06,-5.468997081187965e-11
31134.838928995632,5.770296086414262e-19,1.6656850232425165e-06,-5.236758935873207e-11
31823.751583573776,5.7730317834156215e-19,1.630399294291615e-06,-5.014390848982591e-11
32527.907633074115,5.77578039897994e-19,1.5958642662744294e-06,-4.801473029937455e-11
33247.64436421552,5.778541995461198e-19,1.5620639125816385e-06,-4.5976035547519634e-11
33983.30652677408,5.781316635525843e-19,1.5289825497122992e-06,-4.40239760514864e-11
34735.24649871642,5.784104382154437e-19,1.496604829911808e-06,-4.215486740095931e-11
35503.82445498686,5.786905298643334e-19,1.464915733968117e-06,-4.036518198384781e-11
36289.40854002859,5.789719448606342e-19,1.4339005641628246e-06,-3.865154230921892e-11
37092.37504412361,5.792546895976437e-19,1.4035449373737199e-06,-3.7010714614726505e-11
37913.10858363304,5.795387705007437e-19,1.3738347783256327e-06,-3.543960274641025e-11
38752.00228522629,5.798241940275717e-19,1.3447563129863145e-06,-3.393524229924662e-11
39609.45797418671,5.801109666681927e-19,1.316296062104255e-06,-3.249479500734497e-11
40485.886366882856,5.803990949452712e-19,1.2884408348854113e-06,-3.111554337314325e-11
41381.70726750034,5.806885854142459e-19,1.2611777228057695e-06,-2.9794885525416237e-11
42297.349769124914,5.809794446635034e-19,1.234494093556933e-06,-2.8530330296341823e-11
43233.25245927584,5.812716793145543e-19,1.2083775851217854e-06,-2.7319492508290033e-11
44189.86362998671,5.815652960222094e-19,1.1828160999774697e-06,-2.6160088461396114e-11
45167.64149253505,5.818603014747581e-19,1.1577977994229205e-06,-2.5049931613357293e-11
46167.05439692209,5.821567023941461e-19,1.1333110980283149e-06,-2.398692844326109e-11
47188.58105621087,5.824545055361561e-19,1.1093446582037304e-06,-2.296907449160434e-11
48232.7107758263,5.827537176905878e-19,1.0858873848845508e-06,-2.199445056898778e-11
49299.94368792988,5.830543456814404e-19,1.0629284203310317e-06,-2.1061219126307832e-11
50390.79099098032,5.833563963670946e-19,1.0404571390395913e-06,-2.016762077954777e-11
51505.775194593865,5.836598766404971e-19,1.0184631427634515e-06,-1.931197098259549e-11
52645.43036982462,5.839647934293448e-19,9.969362556402024e-07,-1.8492656841767e-11
53810.30240498076,5.842711536962723e-19,9.75866519424084e-07,-1.7708134066005657e-11
55000.94926710206,5.845789644390372e-19,9.552441888206578e-07,-1.6956924046970592e-11
56217.94126922319,5.848882326907099e-19,9.350597269217006e-07,-1.6237611063479117e-11
57461.86134354941,5.851989655198616e-19,9.153038007381682e-07,-1.554883960500933e-11
58733.305320679225,5.855111700307551e-19,8.959672768290726e-07,-1.48893118091805e-11
60032.88221500284,5.858248533635366e-19,8.77041217024283e-07,-1.4257785008364882e-11
61361.214516416825,5.861400226944274e-19,8.585168742391681e-07,-1.3653069380772724e-11
62718.9384884935,5.864566852359189e-19,8.403856883791311e-07,-1.3074025701563701e-11
64106.704473246486,5.867748482369659e-19,8.226392823321128e-07,-1.2519563189721382e-11
65525.17720264233,5.870945189831839e-19,8.052694580471269e-07,-1.1988637446609376e-11
66975.03611700232,5.874157047970451e-19,7.882681926970369e-07,-1.1480248482306044e-11
68456.97569045078,5.877384130380772e-19,7.71627634923719e-07,-1.0993438825974958e-11
69971.70576356445,5.880626511030623e-19,7.553401011638507e-07,-1.0527291716692322e-11
71519.95188338093,5.883884264262381e-19,7.393980720536105e-07,-1.008092937130387e-11
