L_m,Delta_t,Phi_t,dPhi_dL
0.021118464170469,5.213328012825208e-19,2.218677225843134,-104.98467205379893
0.0215857470507648,5.213463206043147e-19,2.170704143139264,-100.4905665775891
0.0220633693803907,5.213599022888857e-19,2.1237686052807208,-96.18885046658988
0.0225515599377096,5.213735466242988e-19,2.077848168283126,-92.0712873250759
0.0230505525632052,5.213872538999532e-19,2.0329208737406153,-88.12999337964197
0.0235605862714901,5.214010244065897e-19,1.9889652383190326,-84.35742238199236
0.0240819053657922,5.2141485843629425e-19,1.9459602434764744,-80.74635115810247
0.024614759554975,5.214287562825068e-19,1.9038853254062464,-77.28986577609703
0.0251594040731461,5.214427182400263e-19,1.8627203651975206,-73.98134830637764
0.0257160998019135,5.214567446050173e-19,1.8224456792088235,-70.8144641485926
0.026285113395346,5.214708356750164e-19,1.7830420096499175,-67.78314990122271
0.0268667174076991,5.214849917489385e-19,1.7444905153674453,-64.88160175053099
0.0274611904239671,5.214992131270834e-19,1.7067727628299667,-62.1042643566343
0.0280688171933231,5.215135001111415e-19,1.6698707173081304,-59.445820215425556
0.0286898887655133,5.21527853004202e-19,1.6337667342455946,-56.90117947596286
0.029324702630267,5.215422721107575e-19,1.5984435508168084,-54.46547019382933
0.0299735628597931,5.215567577367117e-19,1.56388427766738,-52.134029001788804
0.0306367802544292,5.215713101893856e-19,1.5300723908331961,-49.902392179881645
0.0313146724915124,5.215859297775244e-19,1.4969917238344639,-47.76628710785576
0.0320075642775456,5.216006168113028e-19,1.464626459940752,-45.72162408354859
0.03271578750373,5.216153716023345e-19,1.43296112460346,-43.76448849156816
0.0334396814049383,5.216301944636757e-19,1.401980578052062,-41.89113330728253
0.0341795927222077,5.216450857098341e-19,1.371670008050471,-40.09797192172084
0.0349358758688252,5.216600456567743e-19,1.3420149228102827,-38.38157127369823
0.035708893100091,5.216750746219255e-19,1.313001144057239,-36.73864527596845
0.0364990146868361,5.216901729241878e-19,1.2846148002478137,-35.16604852284195
0.0373066190927793,5.217053408839393e-19,1.2568423199325776,-33.66077026720586
0.0381320931558104,5.217205788230427e-19,1.2296704252631119,-32.2199286554071
0.0389758322732826,5.21735887064853e-19,1.2030861256394962,-30.84076520897611
0.0398382405914052,5.21751265934223e-19,1.177076711495238,-29.520639542602567
0.0407197311988284,5.217667157575118e-19,1.1516297482166515,-28.257024308257087
0.0416207263245094,5.217822368625914e-19,1.1267330701938743,-27.04750035578195
0.0425416575399582,5.2179782957885275e-19,1.1023747750005655,-25.88975210066883
0.0434829659659578,5.218134942372142e-19,1.0785432176995715,-24.781563090163672
0.0444451024838582,5.218292311701277e-19,1.0552270052718111,-23.720811759203457
0.0454285279515466,5.218450407115871e-19,1.0324149911656932,-22.705467368060226
0.0464337134241949,5.218609231971337e-19,1.0100962699645055,-21.733586113906597
0.0474611403798933,5.218768789638648e-19,0.9882601721691612,-20.80330740885796
0.0485113009502749,5.218929083504397e-19,0.96689625909387,-19.912850317370953
0.0495846981562442,5.219090116970888e-19,0.9459943178722429,-19.06051014616463
0.0506818461489211,5.219251893456197e-19,0.9255443565714615,-18.244655180143866
0.0518032704559168,5.21941441639424e-19,0.9055365994121592,-17.463723558063577
0.0529495082330576,5.219577689234862e-19,0.8859614820917653,-16.716220281961057
0.0541211085216805,5.219741715443901e-19,0.8668096472090034,-16.00071435462263
0.0553186325116201,5.219906498503265e-19,0.8480719397874323,-15.31583603960513
0.0565426538100156,5.220072041911008e-19,0.8297394028958291,-14.660274238564455
0.0577937587160658,5.220238349181403e-19,0.811803273363339,-14.032773980868399
0.0590725465018618,5.220405423845022e-19,0.7942549775873656,-13.432134020689432
0.0603796296994365,5.22057326944881e-19,0.7770861274321307,-12.85720453696996
0.0617156343941625,5.220741889556159e-19,0.760288516216023,-12.306884931861077
0.0630812005246445,5.220911287746987e-19,0.7438541147857388,-11.780121723416414
0.0644769821892457,5.221081467617812e-19,0.7277750676753919,-11.275906528503668
0.065903647959397,5.221252432781838e-19,0.7120436893487285,-10.79327413207676
0.0673618811998394,5.221424186869025e-19,0.6966524605226437,-10.331300639104768
0.0688523803959518,5.221596733526166e-19,0.6815940245702552,-9.88910170562312
0.0703758594883204,5.221770076416976e-19,0.6668611840018198,-9.465830845517814
0.071933048214714,5.221944219222156e-19,0.6524468970217628,-9.060677809799927
0.0735246924596224,5.222119165639487e-19,0.6383442741602434,-8.672867035268325
0.0751515546115322,5.2222949193839e-19,0.6245465749775737,-8.301656159588049
0.0768144139281059,5.22247148418756e-19,0.6110472048399656,-7.946334599941707
0.0785140669094413,5.222648863799945e-19,0.5978397117650416,-7.606222192532925
0.0802513276795919,5.222827061987927e-19,0.5849177833355838,-7.280667890333973
0.0820270283765263,5.223006082535857e-19,0.572275243680087,-6.969048516587094
0.0838420195507184,5.223185929245643e-19,0.5599060505186239,-6.67076757167041
0.0856971705725559,5.223366605936829e-19,0.5478042922726412,-6.385254091044203
0.0875933700487633,5.22354811644668e-19,0.535964185237292,-6.111961552090463
0.0895315262480405,5.223730464630276e-19,0.5243800708149433,-5.850366827753419
0.0915125675361174,5.223913654360573e-19,0.513046412808552,-5.599969184976075
0.0935374428204357,5.224097689528507e-19,0.501957794773603,-5.360289326015277
0.0956071220046714,5.224282574043062e-19,0.4911089174273332,-5.130868470799811
0.097722596453311,5.224468311831371e-19,0.4804945961140344,-4.911267478574445
0.0998848794665117,5.224654906838779e-19,0.47010975832517227,-4.701066007147148
0.102095006765465,5.224842363028956e-19,0.4599494412731869,-4.4998617081305525
0.1043540369885009,5.225030684383958e-19,0.4500087895177769,-4.3072694566366465
0.1066630521981712,5.225219874904323e-19,0.44028305264354,-4.122920613947727
0.1090231583995495,5.22540993860916e-19,0.4307675829878751,-3.9464623217551207
0.1114354860700024,5.225600879536231e-19,0.4214578334180326,-3.777556826611189
0.1139011907006819,5.225792701742038e-19,0.41234935515626747,-3.6158808333024837
0.1164214533499974,5.225985409301919e-19,0.40343779565205473,-3.461124885906031
0.1189974812093381,5.226179006310121e-19,0.39471889650032893,-3.3129927753426642
0.1216305081813095,5.2263734968799055e-19,0.38618849140477995,-3.171200972293832
0.1243217954707653,5.226568885143622e-19,0.3778425041852099,-3.0354780843957343
0.1270726321889188,5.226765175252807e-19,0.36967694682800134,-2.9055643366707287
0.1298843359708181,5.226962371378274e-19,0.3616879175787736,-2.7812110742027585
0.1327582536064873,5.227160477710197e-19,0.35387159907629956,-2.6621802861028883
0.1356957616860303,5.227359498458206e-19,0.3462242565268029,-2.548244149854135
0.1386982672590091,5.227559437851474e-19,0.33874223591775715,-2.4391845951632263
0.1417672085084144,5.2277603001388185e-19,0.3314219622703251,-2.3347928864841307
0.1449040554395444,5.227962089588776e-19,0.32425993792961855,-2.234869223413533
0.1481103105841313,5.228164810489716e-19,0.31725274089194055,-2.1392223581936776
0.1513875097200443,5.228368467149914e-19,0.3103970231682259,-2.047669229589985
0.1547372226069179,5.228573063897655e-19,0.3036895091828899,-1.9600346124422217
0.1581610537380591,5.228778605081327e-19,0.29712699420731514,-1.8761507822183958
0.1616606431089898,5.228985095069506e-19,0.29070634282723634,-1.7958571939290948
0.1652376670029944,5.229192538251072e-19,0.2844244874432842,-1.7190001747875954
0.1688938387940522,5.229400939035276e-19,0.2782784268039649,-1.6454326300268036
0.1726309097675308,5.229610301851853e-19,0.2722652245703909,-1.5750137613101884
0.1764506699590444,5.22982063115112e-19,0.26638200791205296,-1.5076087971974914
0.1803549490118697,5.230031931404059e-19,0.26062596613298167,-1.443088735149015
0.1843456170533329,5.230244207102426e-19,0.25499434932763204,-1.3813300945745475
0.1884245855905934,5.230457462758836e-19,0.24948446706584232,-1.3222146804539427
0.192593808426241,5.230671702906881e-19,0.24409368710625495,-1.2656293570772377
0.1968552825941592,5.230886932101205e-19,0.23881943413756235,-1.2114658314705764
0.2012110493160921,5.231103154917614e-19,0.2336591885469932,-1.1596204460932995
0.2056631949793762,5.231320375953179e-19,0.22861048521544347,-1.109993980409829
0.2102138521363107,5.231538599826326e-19,0.22367091233866912,-1.0624914609558047
0.2148652005256367,5.231757831176948e-19,0.218838110273988,-1.0170219795350945
0.2196194681166182,5.231978074666489e-19,0.21410977041193277,-0.9734985191996444
0.2244789321762296,5.232199334978058e-19,0.209483634072312,-0.9318377876787203
0.2294459203599502,5.232421616816531e-19,0.20495749142416134,-0.8919600579390341
0.2345228118267007,5.23264492490865e-19,0.20052918042905485,-0.8537890155701788
0.2397120383784456,5.23286926400311e-19,0.1961965858072819,-0.8172516127030711
0.2450160856250112,5.233094638870693e-19,0.191957638026391,-0.7822779281821326
0.2504374941746812,5.23332105430435e-19,0.18781031231161274,-0.7488010337231472
0.2559788608511303,5.233548515119307e-19,0.18375262767769635,-0.7167568658007024
0.2616428399372908,5.233777026153175e-19,0.17978264598168822,-0.6860841030197946
0.2674321444467379,5.234006592266049e-19,0.1758984709962054,-0.6567240487369741
0.273349547423206,5.234237218340624e-19,0.17209824750275987,-0.6286205187062404
0.2793978832688636,5.234468909282279e-19,0.16838016040469353,-0.6017197335345408
0.2855800491019745,5.234701670019218e-19,0.16474243385930953,-0.5759702157409841
0.2918990061445992,5.23493550550254e-19,0.1611833304287768,-0.5513226912227864
0.2983577811410068,5.235170420706374e-19,0.15770115024940357,-0.5277299949390937
0.3049594678074645,5.235406420627973e-19,0.1542942302188856,-0.5051469806323823
0.3117072283141129,5.235643510287826e-19,0.15096094320113473,-0.48353043441431787
0.3186042947996269,5.235881694729763e-19,0.1476996972483119,-0.46283899205085177
0.3256539709193886,5.236120979021076e-19,0.14450893483969202,-0.44303305978808005
0.3328596334279244,5.236361368252621e-19,0.14138713213699153,-0.4240747385673078
0.3402247337963461,5.236602867538922e-19,0.13833279825581044,-0.4059277514842812
0.3477527998655897,5.236845482018296e-19,0.1353444745528323,-0.3885573743536028
0.3554474375362299,5.237089216852956e-19,0.132420733928447,-0.3719303692455025
0.3633123324956828,5.237334077229128e-19,0.1295601801444608,-0.3560149208677128
0.3713512519836342,5.237580068357152e-19,0.1267614471565638,-0.34078057567052866
0.3795680465965232,5.237827195471615e-19,0.12402319846124203,-0.32619818355865693
0.3879666521319537,5.23807546383145e-19,0.12134412645681705,-0.3122398420981609
0.3965510914739245,5.23832487872005e-19,0.11872295181830646,-0.29887884311163404
0.4053254765197611,5.238575445445394e-19,0.1161584228858123,-0.28608962155952966
0.4142940101496967,5.238827169340154e-19,0.11364931506613658,-0.2738477066096241
0.4234609882400257,5.239080055761808e-19,0.11119443024734424,-0.26212967480101845
0.4328308017208007,5.239334110092765e-19,0.10879259622599156,-0.25091310521299715
0.4424079386790697,5.23958933774048e-19,0.10644266614674237,-0.24017653655294247
0.4521969865086361,5.239845744137566e-19,0.10414351795411117,-0.22989942608111136
0.4622026341074011,5.240103334741917e-19,0.10189405385606289,-0.22006211029366884
0.4724296741233162,5.2403621150368305e-19,0.09969319979921912,-0.21064576728872453
0.4828830052500309,5.240622090531116e-19,0.09753990495541687,-0.2016323807432947
0.493567634573345,5.240883266759223e-19,0.0954331412193728,-0.19300470543223724
0.504488679969571,5.241145649281364e-19,0.09337190271721632,-0.18474623422317382
0.5156513725569646,5.241409243683628e-19,0.09135520532565412,-0.17684116648421
0.5270610592014077,5.241674055578101e-19,0.08938208620153462,-0.1692743778439314
0.5387232050775178,5.2419400906030045e-19,0.08745160332159235,-0.16203139124585242
0.5506433962864434,5.242207354422794e-19,0.08556283503214533,-0.15509834924187382
0.5628273425315707,5.242475852728303e-19,0.08371487960853612,-0.1484619874716886
0.5752808798534361,5.242745591236856e-19,0.08190685482410265,-0.14210960927743255
0.5880099734251634,5.243016575692399e-19,0.08013789752847185,-0.13602906140491333
0.601020720409739,5.243288811865616e-19,0.07840716323497783,-0.130208710744947
0.6143193528805259,5.243562305554064e-19,0.07671382571700316,-0.12463742207026351
0.6279122408063881,5.2438370625823e-19,0.07505707661305329,-0.11930453672537711
0.641805895102865,5.244113088801999e-19,0.07343612504037415,-0.11419985222861406
0.6560069707508704,5.244390390092087e-19,0.07185019721692658,-0.10931360274725543
0.6705222699843868,5.244668972358867e-19,0.07029853609153941,-0.1046364404084068
0.6853587455486918,5.24494884153616e-19,0.06878040098206337,-0.10015941740987655
0.7005235040306937,5.2452300035854125e-19,0.0672950672213501,-0.09587396889673361
0.7160238092629342,5.245512464495842e-19,0.06584182581089225,-0.09177189657082652
0.7318670858029327,5.245796230284564e-19,0.06441998308195314,-0.08784535300187546
0.7480609224895027,5.246081306996728e-19,0.06302886036402851,-0.08408682661010403
0.7646130760777579,5.246367700705642e-19,0.06166779366047946,-0.08048912729166746
0.7815314749545633,5.246655417512898e-19,0.06033613333118087,-0.07704537265933697
0.7988242229361757,5.246944463548534e-19,0.05903324378203656,-0.07374897487215581
0.8164996031499359,5.247234844971135e-19,0.057758503161208306,-0.0705936280288113
0.8345660820018345,5.247526567967988e-19,0.05651130306191741,-0.06757329610060259
0.8530323132318671,5.247819638755206e-19,0.055291048231674654,-0.0646822013809194
0.8719071420591362,5.248114063577871e-19,0.05409715628779912,-0.061914813429108984
0.8911996094186556,5.248409848710175e-19,0.05292905743909143,-0.05926583848757794
0.9109189562919012,5.248707000455535e-19,0.051786194213527315,-0.05673020935186801
0.9310746281332004,5.249005525146758e-19,0.050668021191840676,-0.05430307567430592
0.9516762793940368,5.249305429146164e-19,0.04957400474687055,-0.05197979468269809
0.9727337781474892,5.24960671884573e-19,0.04850362278854489,-0.04975592229626491
0.9942572108149782,5.249909400667228e-19,0.04745636451438138,-0.04762720462184511
1.0162568869975963,5.250213481062365e-19,0.04643173016538501,-0.04558956981407314
1.0387433444143634,5.250518966512921e-19,0.04542923078722467,-0.04363912028395012
1.0617273539497174,5.250825863530904e-19,0.04444838799657713,-0.041772125240913116
1.0852199248127194,5.251134178658674e-19,0.043488733752523455,-0.03998501355410444
1.109232309810398,5.251443918469104e-19,0.04254981013289116,-0.03827436691919517
1.1337760107377703,5.251755089565708e-19,0.04163116911543397,-0.03663691331767538
1.1588627838871512,5.252067698582798e-19,0.040732372363744045,-0.03506952075609082
1.1845046456793424,5.252381752185623e-19,0.03985299101779551,-0.03356919127325653
1.2107138784194222,5.252697257070515e-19,0.038992605489018485,-0.03213305520395804
1.2375030361799164,5.253014219965039e-19,0.038150805259804854,-0.030758365688174916
1.2648849508141078,5.253332647628135e-19,0.03732718868735175,-0.02944249341531524
1.2928727381024372,5.253652546850272e-19,0.03652136281174674,-0.028182921593394528
1.3214798040348803,5.253973924453594e-19,0.035732943168204724,-0.026977241133543384
1.3507198512323324,5.2542967872920705e-19,0.03496155360336598,-0.025823146040613976
1.3806068855101037,5.254621142251642e-19,0.0342068260955669,-0.024718429001071796
1.411155222586602,5.2549469962503845e-19,0.0334684005789992,-0.02366097715972837
1.4423794949405018,5.255274356238638e-19,0.03274592477167116,-0.022648768077225656
1.474294658819607,5.255603229199182e-19,0.032039054007090915,-0.021679865860540937
1.506916001404801,5.25593362214738e-19,0.03134745106958997,-0.02075241745910905
1.540259148132535,5.256265542131327e-19,0.03067078603320797,-0.019864649119462896
1.574340070179315,5.25659899623201e-19,0.030008736104062794,-0.0190148629916172
1.609175092111794,5.256933991563473e-19,0.029360985466130016,-0.01820143388069745
1.6447808997061686,5.257270535272951e-19,0.028727225130357133,-0.017422806137594615
1.681174547940543,5.257608634541047e-19,0.02810715278704238,-0.016677490682697416
1.7183734691641923,5.25794829658188e-19,0.02750047266140523,-0.015964062157007852
1.756395481447544,5.258289528643246e-19,0.02690689537228145,-0.015281156195183221
1.7952587971169236,5.258632338006772e-19,0.026326137793874133,-0.014627466815289536
1.83498203147818,5.25897673198809e-19,0.025757922920494412,-0.014001743920270593
1.87558421173328,5.259322717936978e-19,0.025201979734228223,-0.013402790906349327
1.917084786094256,5.25967030323754e-19,0.024658043075464535,-0.01282946237378535
1.959503633098776,5.260019495308358e-19,0.02412585351622414,-0.012280661935609893
2.0028610711318398,5.260370301602652e-19,0.02360515723622814,-0.011755340120140234
2.047177868158189,5.260722729608458e-19,0.023095705901646352,-0.011252492363263783
2.0924752516700376,5.261076786848776e-19,0.022597256546468433,-0.010771157086647332
2.1387749188549,5.261432480881752e-19,0.02210957145644079,-0.01031041385819545
2.1860990469884536,5.2617898193008275e-19,0.02163241805551302,-0.00986938163123588
2.2344703040572904,5.262148809734916e-19,0.021165568794740974,-0.00944721705906279
2.2839118596167847,5.262509459848572e-19,0.020708801043591893,-0.009043112881614024
2.334447395889164,5.26287177734216e-19,0.020261896983600654,-0.008656296381194084
2.386101119107144,5.263235769952016e-19,0.019824643504325962,-0.008286027904286869
2.4388977711086084,5.2636014454506225e-19,0.019396832101556256,-0.007931599446629745
2.492862641187769,5.263968811646788e-19,0.018978258777717746,-0.007592333298843373
2.548021578208626,5.264337876385801e-19,0.018568723944435633,-0.007267580750022373
2.6044010029864166,5.264708647549624e-19,0.01816803232720307,-0.006956720846809178
2.662027920943011,5.265081133057049e-19,0.01777599287211172,-0.006659159205573889
2.7209299350423914,5.265455340863879e-19,0.01739241865459912,-0.006374326875428021
2.781135259012297,5.26583127896311e-19,0.01701712679016986,-0.006101679249898323
2.8426727308584208,5.266208955385097e-19,0.016649938347047418,-0.00584069502517523
2.905571826677689,5.266588378197735e-19,0.01629067826071476,-0.0055908752029438236
2.9698626747770973,5.266969555506634e-19,0.015939175250303552,-0.00535174213589007
3.035576070105038,5.267352495455309e-19,0.01559526173679103,-0.005122838614054076
3.1027434890018863,5.267737206225347e-19,0.015258773762966287,-0.004903726990284352
3.171397104276969,5.268123696036591e-19,0.014929550915127304,-0.004693988343117281
3.2415698006191995,5.26851197314732e-19,0.01460743624647105,-0.0044932216754815235
3.313295190348605,5.268902045854442e-19,0.014292276202140797,-0.004301043147694278
3.3866076295164818,5.269293922493666e-19,0.013983920545893796,-0.0041170853432809795
3.4615422343617244,5.269687611439683e-19,0.013682222288355144,-0.003940996566213467
3.5381348981312866,5.270083121106363e-19,0.01338703761682317,-0.003772440168222993
3.61642230827288,5.270480459946935e-19,0.013098225826592506,-0.003611093904900456
3.696441964008032,5.2708796364541765e-19,0.01281564925376259,-0.0034566493193516346
3.778232194293977,5.271280659160588e-19,0.0125391732094991,-0.0033088111522279334
3.861832176183055,5.271683536638601e-19,0.012268665915716844,-0.0031672967770045996
3.947281953588243,5.272088277500761e-19,0.012003998442153722,-0.0030318356594256912
4.034622456464006,5.272494890399905e-19,0.011745044644805165,-0.002902168840080474
4.123895520411493,5.272903384029374e-19,0.011491681105690127,-0.002778048439123118
4.215143906717524,5.27331376712319e-19,0.011243787073919547,-0.0026592371821862956
4.308411322837061,5.273726048456254e-19,0.011001244408038997,-0.002545507946582738
4.403742443328757,5.274140236844544e-19,0.010763937519618443,-0.0024366433269262244
4.50118293125388,5.274556341145306e-19,0.010531753318061455,-0.0023324352193406506
4.600779460048631,5.27497437025724e-19,0.010304581156608114,-0.0022326844234618615
4.702579735880421,5.2753943331207255e-19,0.010082312779505576,-0.002137200261471024
4.80663252049891,5.275816238717986e-19,0.009864842270320723,-0.0020458002134304265
4.912987654592583,5.276240096073319e-19,0.00965206600137077,-0.001958309568223744
5.021696081662116,5.276665914253265e-19,0.00944388258424728,-0.0018745610894337211
5.132809872422098,5.277093702366832e-19,0.009240192821409867,-0.001794394695516864
5.246382249742522,5.277523469565695e-19,0.009040899658826897,-0.001717657153664974
5.362467614142308,5.277955225044381e-19,0.008845908139639907,-0.001644201786765949
5.481121569846806,5.2783889780405e-19,0.008655125358830215,-0.0015738881929044518
5.602400951421875,5.278824737834922e-19,0.008468460418865684,-0.0015065819768656091
5.7263638509973855,5.279262513752004e-19,0.008285824386306413,-0.0014421544931277133
5.853069646092933,5.27970231515979e-19,0.008107130249348967,-0.0013804825998525866
5.982579028059404,5.280144151470211e-19,0.007932292876288353,-0.0013214484234028573
6.11495403114976,5.280588032139313e-19,0.007761228974878348,-0.0012649391329357003
6.250258062233045,5.281033966667438e-19,0.007593857052570492,-0.001210846724641789
6.38855593116599,5.281481964599472e-19,0.007430097377612745,-0.001159067815216533
6.529913881836527,5.281932035525025e-19,0.007269871940989343,-0.0011095034441690257
6.6743996238941925,5.282384189078657e-19,0.007113104419183621,-0.00106205888458984
6.8220823651827525,5.282838434940098e-19,0.00695972013774584,-0.0010166434620161764
6.973032844890261,5.283294782834444e-19,0.0068096460356489195,-0.0009731703810476472
7.127323367432816,5.283753242532401e-19,0.006662810630414701,-0.0009315565593810207
7.285027837087925,5.28421382385048e-19,0.006519143983994335,-0.0008917224689466152
7.446221793394184,5.2846765366512205e-19,0.0063785776693863795,-0.0008535919838421474
7.610982447334391,5.285141390843415e-19,0.00624104473797656,-0.000817092234773345
7.779388718319038,5.285608396382326e-19,0.006106479687583856,-0.0007821534697229592
7.951521271988372,5.286077563269909e-19,0.0059748184311972695,-0.0007487089205814035
8.127462558850725,5.286548901555036e-19,0.005845998266388677,-0.0007166946754841655
8.307296853775785,5.287022421333709e-19,0.005719957845386982,-0.0006860495566115201
8.49111029636188,5.287498132749304e-19,0.0055966371457991946,-0.0006567150032170729
8.678990932196298,5.287976045992783e-19,0.005475977441964634,-0.0006286349596611833
8.871028755028572,5.288456171302918e-19,0.0053579212769284635,-0.000601755768235181
9.067315749877087,5.288938518966538e-19,0.005242412435021077,-0.0005760260665713373
9.26794593708925,5.289423099318738e-19,0.005129395915030448,-0.0005513966894424797
9.473015417376798,5.289909922743118e-19,0.005018817903954381,-0.000527820574763133
9.682622417847464,5.29039899967202e-19,0.00491062575132031,-0.0005052526736127518
9.896867339055124,5.290890340586747e-19,0.004804767944060301,-0.0004836498641086588
10.11585280309123,5.291383956017809e-19,0.004701194081929176,-0.0004629708689640709
10.339683702740045,5.291879856545157e-19,0.004599854853454198,-0.0004431761765735752
10.568467251721822,5.292378052798411e-19,0.004500702012404595,-0.0004242279654749735
10.802313036047517,5.292878555457106e-19,0.00440368835476987,-0.0004060900320431455
11.04133306650978,5.293381375250925e-19,0.004308767696235832,-0.0003887277212775656
11.285641832335616,5.293886522959943e-19,0.004215894850147501,-0.0003721078605511217
11.535356356026028,5.294394009414864e-19,0.004125025605948481,-0.00035619869619352845
11.79059624940901,5.294903845497267e-19,0.004036116708086489,-0.000340969832788013
12.05148377093314,5.2954160421398445e-19,0.0039491258353747906,-0.0003263921750651898
12.318143884228457,5.295930610326651e-19,0.0038640115807999733,-0.00031243787228302494
12.590704317963498,5.296447561093345e-19,0.003780733431766094,-0.00029908026498643055
12.869295627026542,5.296966905527445e-19,0.0036992517507660077,-0.0002862938340447742
13.154051255060557,5.297488654768566e-19,0.0036195277564705424,-0.0002740541518697617
13.445107598382137,5.298012820008672e-19,0.0035415235052264032,-0.0002623378357203823
13.74260407131434,5.298539412492336e-19,0.003465201872954182,-0.00025112250300570425
14.04668317296554,5.2990684435169725e-19,0.003390526537437558,-0.00024038672849992487
14.3574905554856,5.299599924433116e-19,0.0033174619609954636,-0.0002301100033879509
14.67517509383235,5.300133866644652e-19,0.0032459733735287952,-0.0002202726960631252
14.999888957081978,5.300670281609086e-19,0.0031760267559335868,-0.00021085601460213692
15.331787681317104,5.301209180837792e-19,0.0031075888238727726,-0.00020184197084536885
15.67103024412754,5.301750575896282e-19,0.0030406270118987777,-0.00019321334601400068
16.01777914075989,5.302294478404459e-19,0.0029751094579192486,-0.0001849536577980624
16.372200461951586,5.302840900036872e-19,0.002911004987998686,-0.00017704712885257276
16.734463973487607,5.303389852522985e-19,0.002848283101488521,-0.00016947865664143896
17.104743197517255,5.303941347647441e-19,0.0027869139564786877,-0.000162233784571514
17.483215495670137,5.304495397250323e-19,0.002726868355563676,-0.00015529867436158687
17.870062154011634,5.30505201322742e-19,0.0026681177319162106,-0.00014866007959344956
18.265468469877597,5.305611207530499e-19,0.002610634135662052,-0.00014230532039449795
18.66962384063095,5.306172992167566e-19,0.002554390220549224,-0.0001362222592034305
19.08272185438188,5.306737379203144e-19,0.002499359230905461,-0.0001303992775727055
19.504960382715264,5.307304380758536e-19,0.002445514988877568,-0.00012482525396341265
19.936541675470327,5.307874009012104e-19,0.0023928318819465668,-0.00011948954249007063
20.37767245761684,5.308446276199544e-19,0.002341284850712769,-0.00011438195257475452
20.82856402827546,5.309021194614148e-19,0.00229084937694481,-0.00010949272947158523
21.289432361928714,5.309598776607105e-19,0.0022415014718870528,-0.0001048125356244013
21.76049821187138,5.310179034587755e-19,0.002193217664819718,-0.00010033243282192919
22.24198721595032,5.310761981023879e-19,0.002145974991866245,-9.6043865116348e-05
22.734130004643603,5.311347628441981e-19,0.0020997509850426226,-9.193864247257055e-05
23.23716231153101,5.311935989427569e-19,0.0020545236615434046,-8.800892511701e-05
23.751325086209444,5.312527076625436e-19,0.002010271513259255,-8.424720855586439e-05
24.276864609705985,5.31312090273995e-19,0.001966973496521138,-8.064630923431283e-05
24.81403261244545,5.313717480535331e-19,0.0019246090220660951,-7.719935080916971e-05
25.36308639482769,5.314316822835954e-19,0.0018831579452199603,-7.389975100877892e-05
25.924288950472828,5.314918942526623e-19,0.0018426005562922447,-7.074120905501075e-05
26.497909092194096,5.315523852552873e-19,0.0018029175711785934,-6.77176936233041e-05
27.084221580757184,5.316131565921251e-19,0.0017640901221664049,-6.482343131776242e-05
27.68350725648945,5.316742095699625e-19,0.0017260997489391217,-6.20528956392359e-05
28.2960531738007,5.317355455017466e-19,0.0016889283897749702,-5.94007964253285e-05
28.9221527386804,5.317971657066149e-19,0.001652558372935931,-5.686206974211071e-05
29.56210584923782,5.31859071509925e-19,0.00161697240824278,-5.443186820824203e-05
30.21621903935136,5.319212642432853e-19,0.0015821535788322454,-5.210555173298416e-05
30.884805625496316,5.319837452445836e-19,0.0015480853330923107,-4.987867865040253e-05
31.56818585682211,5.320465158580189e-19,0.0015147514767717854,-4.7746997232812807e-05
32.26668706854934,5.321095774341312e-19,0.001482136165260445,-4.5706437567241296e-05
32.98064383876184,5.321729313298317e-19,0.0014502238960359699,-4.375310377937539e-05
33.71039814866758,5.322365789084339e-19,0.0014189995012741457,-4.1883266590125455e-05
34.45629954640542,5.323005215396846e-19,0.001388448140618772,-4.009335619058912e-05
35.21870531447718,5.323647605997946e-19,0.0013585552941077906,-3.8379955421779296e-05
35.99798064088337,5.324292974714701e-19,0.0013293067552523322,-3.6739793246085505e-05
36.79449879404662,5.32494133543944e-19,0.0013006886242652915,-3.516973849798557e-05
37.608641301604926,5.325592702130075e-19,0.001272687301436266,-3.3666793902068556e-05
38.440798133160975,5.326247088810409e-19,0.0012452894806496623,-3.222809034692279e-05
39.29136788707579,5.326904509570472e-19,0.0012184821430428643,-3.0850881403949194e-05
40.16075798139489,5.327564978566823e-19,0.001192252550801465,-2.953253808062658e-05
41.04938484899886,5.328228510022877e-19,0.0011665882410885895,-2.8270543798187848e-05
41.95767413707302,5.328895118229239e-19,0.0011414770201053815,-2.7062489584119237e-05
42.8860609109892,5.329564817544004e-19,0.001116906957279871,-2.590606947028664e-05
43.83498986270024,5.33023762239311e-19,0.0010928663795813935,-2.4799076087889398e-05
44.80491552374461,5.330913547270649e-19,0.0010693438659578854,-2.3739396450832393e-05
45.79630248296412,5.331592606739204e-19,0.0010463282418933931,-2.272500791944713e-05
46.80962560904002,5.332274815430171e-19,0.0010238085740831581,-2.175397433684743e-05
47.84537027795156,5.332960188044106e-19,0.0010017741652238125,-2.082444233054157e-05
48.904032605469006,5.333648739351046e-19,0.0009802145489161095,-1.9934637772224724e-05
49.986119684790005,5.334340484190855e-19,0.0009591194846778264,-1.908286238898934e-05
51.09214982943394,5.335035437473556e-19,0.0009384789530644273,-1.826749051947555e-05
52.22265282151184,5.3357336141796695e-19,0.0009182831508951414,-1.7486966008758216e-05
53.37817016548859,5.336435029360562e-19,0.0008985224865822196,-1.6739799236044036e-05
